"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/28/2021","AQS","360850111","2","0.037","ppm","34","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/01/2021","AQS","360850111","2","0.039","ppm","36","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/02/2021","AQS","360850111","2","0.042","ppm","39","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/03/2021","AQS","360850111","2","0.039","ppm","36","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/04/2021","AQS","360850111","2","0.037","ppm","34","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/05/2021","AQS","360850111","2","0.039","ppm","36","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/06/2021","AQS","360850111","2","0.04","ppm","37","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/07/2021","AQS","360850111","2","0.04","ppm","37","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/08/2021","AQS","360850111","2","0.045","ppm","42","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/09/2021","AQS","360850111","2","0.048","ppm","44","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/10/2021","AQS","360850111","2","0.042","ppm","39","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/11/2021","AQS","360850111","2","0.053","ppm","49","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/12/2021","AQS","360850111","2","0.046","ppm","43","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/13/2021","AQS","360850111","2","0.042","ppm","39","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/14/2021","AQS","360850111","2","0.044","ppm","41","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/15/2021","AQS","360850111","2","0.042","ppm","39","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/16/2021","AQS","360850111","2","0.041","ppm","38","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/17/2021","AQS","360850111","2","0.038","ppm","35","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/18/2021","AQS","360850111","2","0.029","ppm","27","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/19/2021","AQS","360850111","2","0.036","ppm","33","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/20/2021","AQS","360850111","2","0.039","ppm","36","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/21/2021","AQS","360850111","2","0.04","ppm","37","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/22/2021","AQS","360850111","2","0.046","ppm","43","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/23/2021","AQS","360850111","2","0.038","ppm","35","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/24/2021","AQS","360850111","2","0.037","ppm","34","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/25/2021","AQS","360850111","2","0.025","ppm","23","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/26/2021","AQS","360850111","2","0.044","ppm","41","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/27/2021","AQS","360850111","2","0.047","ppm","44","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
"03/28/2021","AQS","360850111","2","0.037","ppm","34","FRESHKILLS WEST","17","100.0000","44201","Ozone","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","085","Richmond","40.58027","-74.19832"
