"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2022","AQS","360470052","3","8.5","ug/m3 LC","35","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/02/2022","AQS","360470052","3","6.5","ug/m3 LC","27","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/03/2022","AQS","360470052","3","3.7","ug/m3 LC","15","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/04/2022","AQS","360470052","3","5.4","ug/m3 LC","23","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/05/2022","AQS","360470052","3","8.3","ug/m3 LC","35","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/06/2022","AQS","360470052","3","11.6","ug/m3 LC","48","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/07/2022","AQS","360470052","3","10.1","ug/m3 LC","42","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/08/2022","AQS","360470052","3","7","ug/m3 LC","29","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/09/2022","AQS","360470052","3","10.2","ug/m3 LC","43","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/10/2022","AQS","360470052","3","6.6","ug/m3 LC","28","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/11/2022","AQS","360470052","3","5.6","ug/m3 LC","23","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/12/2022","AQS","360470052","3","9","ug/m3 LC","38","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/13/2022","AQS","360470052","3","19","ug/m3 LC","66","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/14/2022","AQS","360470052","3","13.6","ug/m3 LC","54","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/15/2022","AQS","360470052","3","8.5","ug/m3 LC","35","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/16/2022","AQS","360470052","3","9.1","ug/m3 LC","38","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/17/2022","AQS","360470052","3","5.5","ug/m3 LC","23","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/18/2022","AQS","360470052","3","3.9","ug/m3 LC","16","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/19/2022","AQS","360470052","3","8.1","ug/m3 LC","34","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
"01/20/2022","AQS","360470052","3","8.6","ug/m3 LC","36","PS 314","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","047","Kings","40.64182","-74.01871"
