Date,Site.ID,Daily.Max.8.hour.Ozone.Concentration
7/31/2022,360050110,0.041
8/1/2022,360050110,0.04
8/2/2022,360050110,0.056
8/3/2022,360050110,0.058
8/4/2022,360050110,0.06
8/5/2022,360050110,0.048
8/6/2022,360050110,0.053
8/7/2022,360050110,0.035
8/8/2022,360050110,0.047
8/9/2022,360050110,0.053
8/10/2022,360050110,0.045
8/11/2022,360050110,0.057
8/12/2022,360050110,0.04
8/13/2022,360050110,0.035
8/14/2022,360050110,0.045
8/15/2022,360050110,0.048
8/16/2022,360050110,0.041
8/17/2022,360050110,0.033
8/18/2022,360050110,0.042
8/19/2022,360050110,0.057
8/20/2022,360050110,0.052
8/21/2022,360050110,0.041
8/22/2022,360050110,0.029
8/23/2022,360050110,0.053
8/24/2022,360050110,0.044
8/25/2022,360050110,0.052
8/26/2022,360050110,0.041
8/27/2022,360050110,0.056
8/28/2022,360050110,0.045
8/29/2022,360050110,0.04
8/30/2022,360050110,0.033
8/31/2022,360050110,0.037
9/1/2022,360050110,0.046
9/2/2022,360050110,0.039
9/3/2022,360050110,0.041
9/4/2022,360050110,0.048
9/5/2022,360050110,0.048
9/6/2022,360050110,0.024
9/7/2022,360050110,0.028
9/8/2022,360050110,0.039
9/9/2022,360050110,0.035
9/10/2022,360050110,0.044
9/11/2022,360050110,0.023
9/12/2022,360050110,0.034
9/13/2022,360050110,0.04
9/14/2022,360050110,0.038
9/15/2022,360050110,0.032
9/16/2022,360050110,0.033
9/17/2022,360050110,0.042
9/18/2022,360050110,0.051
9/19/2022,360050110,0.047
9/20/2022,360050110,0.029
9/21/2022,360050110,0.043
9/22/2022,360050110,0.024
9/23/2022,360050110,0.031
9/24/2022,360050110,0.027
9/25/2022,360050110,0.035
9/26/2022,360050110,0.033
9/27/2022,360050110,0.027
9/28/2022,360050110,0.023
9/30/2022,360050110,0.024
10/1/2022,360050110,0.024
10/2/2022,360050110,0.024
10/3/2022,360050110,0.021
10/4/2022,360050110,0.016
10/5/2022,360050110,0.015
10/6/2022,360050110,0.033
10/7/2022,360050110,0.05
10/8/2022,360050110,0.023
10/9/2022,360050110,0.033
10/10/2022,360050110,0.035
10/11/2022,360050110,0.031
10/12/2022,360050110,0.046
10/13/2022,360050110,0.035
10/14/2022,360050110,0.031
10/15/2022,360050110,0.041
10/16/2022,360050110,0.027
10/17/2022,360050110,0.028
10/18/2022,360050110,0.017
10/19/2022,360050110,0.016
10/20/2022,360050110,0.025
10/21/2022,360050110,0.023
10/22/2022,360050110,0.034
10/23/2022,360050110,0.034
10/24/2022,360050110,0.014
10/25/2022,360050110,0.013
10/26/2022,360050110,0.02
10/27/2022,360050110,0.029
10/28/2022,360050110,0.021
10/29/2022,360050110,0.026
10/30/2022,360050110,0.024
10/31/2022,360050110,0.022
11/1/2022,360050110,0.015
11/2/2022,360050110,0.031
11/3/2022,360050110,0.024
11/4/2022,360050110,0.018
11/5/2022,360050110,0.03
11/6/2022,360050110,0.025
11/7/2022,360050110,0.037
11/8/2022,360050110,0.026
11/9/2022,360050110,0.022
11/10/2022,360050110,0.019
11/11/2022,360050110,0.026
11/12/2022,360050110,0.031
11/13/2022,360050110,0.019
11/14/2022,360050110,0.028
11/15/2022,360050110,0.022
11/16/2022,360050110,0.02
11/17/2022,360050110,0.019
11/18/2022,360050110,0.023
11/19/2022,360050110,0.021
11/20/2022,360050110,0.027
11/21/2022,360050110,0.018
11/22/2022,360050110,0.02
11/23/2022,360050110,0.027
11/24/2022,360050110,0.03
11/25/2022,360050110,0.029
11/26/2022,360050110,0.029
11/27/2022,360050110,0.02
11/28/2022,360050110,0.021
11/29/2022,360050110,0.01
1/1/2022,360050133,0.008
1/2/2022,360050133,0.026
1/3/2022,360050133,0.025
1/4/2022,360050133,0.022
1/5/2022,360050133,0.013
1/6/2022,360050133,0.022
1/7/2022,360050133,0.028
1/8/2022,360050133,0.033
1/9/2022,360050133,0.021
1/10/2022,360050133,0.033
1/11/2022,360050133,0.03
1/12/2022,360050133,0.017
1/13/2022,360050133,0.006
1/14/2022,360050133,0.022
1/15/2022,360050133,0.027
1/16/2022,360050133,0.036
1/17/2022,360050133,0.026
1/18/2022,360050133,0.032
1/19/2022,360050133,0.02
1/20/2022,360050133,0.032
1/21/2022,360050133,0.028
1/22/2022,360050133,0.024
1/23/2022,360050133,0.028
1/24/2022,360050133,0.024
1/25/2022,360050133,0.032
1/26/2022,360050133,0.034
1/27/2022,360050133,0.029
1/28/2022,360050133,0.022
1/29/2022,360050133,0.034
1/30/2022,360050133,0.033
1/31/2022,360050133,0.031
2/1/2022,360050133,0.034
2/2/2022,360050133,0.014
2/3/2022,360050133,0.016
2/4/2022,360050133,0.023
2/5/2022,360050133,0.033
2/6/2022,360050133,0.032
2/7/2022,360050133,0.013
2/8/2022,360050133,0.032
2/9/2022,360050133,0.021
2/10/2022,360050133,0.029
2/11/2022,360050133,0.036
2/12/2022,360050133,0.037
2/13/2022,360050133,0.03
2/14/2022,360050133,0.033
2/15/2022,360050133,0.034
2/16/2022,360050133,0.035
2/17/2022,360050133,0.032
2/18/2022,360050133,0.038
2/19/2022,360050133,0.038
2/20/2022,360050133,0.034
2/21/2022,360050133,0.016
2/22/2022,360050133,0.026
2/23/2022,360050133,0.034
2/24/2022,360050133,0.03
2/25/2022,360050133,0.034
2/26/2022,360050133,0.038
2/27/2022,360050133,0.042
2/28/2022,360050133,0.04
3/1/2022,360050133,0.038
3/2/2022,360050133,0.04
3/3/2022,360050133,0.039
3/4/2022,360050133,0.033
3/5/2022,360050133,0.033
3/6/2022,360050133,0.03
3/7/2022,360050133,0.038
3/8/2022,360050133,0.042
3/9/2022,360050133,0.025
3/10/2022,360050133,0.033
3/11/2022,360050133,0.04
3/12/2022,360050133,0.039
3/13/2022,360050133,0.037
3/14/2022,360050133,0.039
3/15/2022,360050133,0.038
3/16/2022,360050133,0.044
3/17/2022,360050133,0.031
3/18/2022,360050133,0.036
3/19/2022,360050133,0.037
3/20/2022,360050133,0.033
3/21/2022,360050133,0.045
3/22/2022,360050133,0.044
3/23/2022,360050133,0.034
3/24/2022,360050133,0.031
3/25/2022,360050133,0.035
3/26/2022,360050133,0.033
3/27/2022,360050133,0.032
3/28/2022,360050133,0.035
3/29/2022,360050133,0.035
3/30/2022,360050133,0.031
3/31/2022,360050133,0.038
4/1/2022,360050133,0.035
4/2/2022,360050133,0.041
4/3/2022,360050133,0.035
4/4/2022,360050133,0.039
4/5/2022,360050133,0.045
4/6/2022,360050133,0.038
4/7/2022,360050133,0.04
4/8/2022,360050133,0.045
4/9/2022,360050133,0.037
4/10/2022,360050133,0.033
4/11/2022,360050133,0.033
4/12/2022,360050133,0.045
4/13/2022,360050133,0.049
4/14/2022,360050133,0.04
4/15/2022,360050133,0.051
4/16/2022,360050133,0.049
4/17/2022,360050133,0.033
4/18/2022,360050133,0.032
4/19/2022,360050133,0.033
4/20/2022,360050133,0.037
4/21/2022,360050133,0.043
4/22/2022,360050133,0.046
4/23/2022,360050133,0.04
4/24/2022,360050133,0.046
4/25/2022,360050133,0.038
4/26/2022,360050133,0.03
4/27/2022,360050133,0.034
4/28/2022,360050133,0.045
4/29/2022,360050133,0.047
4/30/2022,360050133,0.045
5/1/2022,360050133,0.047
5/2/2022,360050133,0.04
5/3/2022,360050133,0.039
5/4/2022,360050133,0.022
5/5/2022,360050133,0.042
5/6/2022,360050133,0.047
5/7/2022,360050133,0.037
5/8/2022,360050133,0.041
5/9/2022,360050133,0.057
5/10/2022,360050133,0.052
5/11/2022,360050133,0.051
5/12/2022,360050133,0.037
5/13/2022,360050133,0.023
5/14/2022,360050133,0.022
5/15/2022,360050133,0.033
5/16/2022,360050133,0.039
5/17/2022,360050133,0.044
5/18/2022,360050133,0.043
5/19/2022,360050133,0.033
5/20/2022,360050133,0.034
5/21/2022,360050133,0.062
5/22/2022,360050133,0.055
5/23/2022,360050133,0.035
5/24/2022,360050133,0.031
5/25/2022,360050133,0.034
5/26/2022,360050133,0.036
5/27/2022,360050133,0.027
5/28/2022,360050133,0.033
5/29/2022,360050133,0.045
5/30/2022,360050133,0.058
5/31/2022,360050133,0.05
6/1/2022,360050133,0.029
6/2/2022,360050133,0.042
6/3/2022,360050133,0.045
6/4/2022,360050133,0.057
6/6/2022,360050133,0.059
6/7/2022,360050133,0.039
6/8/2022,360050133,0.055
6/9/2022,360050133,0.047
6/10/2022,360050133,0.041
6/11/2022,360050133,0.042
6/12/2022,360050133,0.046
6/13/2022,360050133,0.056
6/14/2022,360050133,0.041
6/15/2022,360050133,0.047
6/16/2022,360050133,0.033
6/17/2022,360050133,0.049
6/18/2022,360050133,0.025
6/19/2022,360050133,0.031
6/20/2022,360050133,0.038
6/21/2022,360050133,0.045
6/22/2022,360050133,0.049
6/23/2022,360050133,0.042
6/24/2022,360050133,0.049
6/25/2022,360050133,0.06
6/26/2022,360050133,0.063
6/27/2022,360050133,0.025
6/28/2022,360050133,0.038
6/29/2022,360050133,0.061
6/30/2022,360050133,0.06
7/1/2022,360050133,0.07
7/2/2022,360050133,0.057
7/3/2022,360050133,0.042
7/4/2022,360050133,0.043
7/5/2022,360050133,0.05
7/6/2022,360050133,0.042
7/7/2022,360050133,0.039
7/8/2022,360050133,0.045
7/9/2022,360050133,0.04
7/10/2022,360050133,0.042
7/11/2022,360050133,0.052
7/12/2022,360050133,0.057
7/13/2022,360050133,0.065
7/14/2022,360050133,0.054
7/15/2022,360050133,0.053
7/16/2022,360050133,0.055
7/17/2022,360050133,0.055
7/18/2022,360050133,0.032
7/19/2022,360050133,0.052
7/20/2022,360050133,0.07
7/21/2022,360050133,0.059
7/22/2022,360050133,0.063
7/23/2022,360050133,0.067
7/24/2022,360050133,0.062
7/25/2022,360050133,0.038
7/26/2022,360050133,0.045
7/27/2022,360050133,0.06
7/28/2022,360050133,0.058
7/29/2022,360050133,0.047
7/30/2022,360050133,0.033
7/31/2022,360050133,0.043
8/1/2022,360050133,0.043
8/2/2022,360050133,0.056
8/3/2022,360050133,0.06
8/4/2022,360050133,0.064
8/5/2022,360050133,0.05
8/6/2022,360050133,0.063
8/7/2022,360050133,0.038
8/8/2022,360050133,0.05
8/9/2022,360050133,0.053
8/10/2022,360050133,0.048
8/11/2022,360050133,0.056
8/12/2022,360050133,0.039
8/13/2022,360050133,0.035
8/14/2022,360050133,0.047
8/15/2022,360050133,0.051
8/16/2022,360050133,0.044
8/17/2022,360050133,0.033
8/18/2022,360050133,0.043
8/19/2022,360050133,0.059
8/20/2022,360050133,0.057
8/21/2022,360050133,0.046
8/22/2022,360050133,0.031
8/23/2022,360050133,0.054
8/24/2022,360050133,0.041
8/25/2022,360050133,0.055
8/26/2022,360050133,0.05
8/27/2022,360050133,0.053
8/28/2022,360050133,0.043
8/29/2022,360050133,0.043
8/30/2022,360050133,0.037
8/31/2022,360050133,0.037
9/1/2022,360050133,0.043
9/2/2022,360050133,0.042
9/3/2022,360050133,0.045
9/4/2022,360050133,0.049
9/5/2022,360050133,0.053
9/6/2022,360050133,0.027
9/7/2022,360050133,0.028
9/8/2022,360050133,0.042
9/9/2022,360050133,0.037
9/10/2022,360050133,0.047
9/11/2022,360050133,0.025
9/12/2022,360050133,0.039
9/13/2022,360050133,0.041
9/14/2022,360050133,0.036
9/15/2022,360050133,0.031
9/16/2022,360050133,0.034
9/17/2022,360050133,0.042
9/18/2022,360050133,0.053
9/19/2022,360050133,0.05
9/20/2022,360050133,0.029
9/21/2022,360050133,0.046
9/22/2022,360050133,0.024
9/23/2022,360050133,0.033
9/24/2022,360050133,0.026
9/26/2022,360050133,0.035
9/27/2022,360050133,0.028
9/28/2022,360050133,0.023
9/29/2022,360050133,0.025
9/30/2022,360050133,0.024
10/1/2022,360050133,0.026
10/2/2022,360050133,0.027
10/3/2022,360050133,0.023
10/4/2022,360050133,0.019
10/5/2022,360050133,0.017
10/6/2022,360050133,0.033
10/7/2022,360050133,0.049
10/8/2022,360050133,0.023
10/9/2022,360050133,0.035
10/10/2022,360050133,0.037
10/11/2022,360050133,0.035
10/12/2022,360050133,0.049
10/13/2022,360050133,0.036
10/14/2022,360050133,0.032
10/15/2022,360050133,0.043
10/16/2022,360050133,0.028
10/17/2022,360050133,0.032
10/18/2022,360050133,0.019
10/19/2022,360050133,0.017
10/20/2022,360050133,0.027
10/21/2022,360050133,0.023
10/22/2022,360050133,0.037
10/23/2022,360050133,0.035
10/24/2022,360050133,0.018
10/25/2022,360050133,0.018
10/26/2022,360050133,0.022
10/27/2022,360050133,0.03
10/28/2022,360050133,0.023
10/29/2022,360050133,0.029
10/30/2022,360050133,0.027
10/31/2022,360050133,0.022
11/1/2022,360050133,0.015
11/2/2022,360050133,0.033
11/3/2022,360050133,0.028
11/4/2022,360050133,0.02
11/5/2022,360050133,0.032
11/6/2022,360050133,0.025
11/7/2022,360050133,0.036
11/8/2022,360050133,0.029
11/9/2022,360050133,0.023
11/10/2022,360050133,0.019
11/11/2022,360050133,0.027
11/12/2022,360050133,0.032
11/13/2022,360050133,0.021
11/14/2022,360050133,0.03
11/15/2022,360050133,0.024
11/16/2022,360050133,0.023
11/17/2022,360050133,0.021
11/18/2022,360050133,0.025
11/19/2022,360050133,0.024
11/20/2022,360050133,0.028
11/21/2022,360050133,0.018
11/22/2022,360050133,0.023
11/23/2022,360050133,0.029
11/24/2022,360050133,0.028
11/25/2022,360050133,0.032
11/26/2022,360050133,0.032
11/27/2022,360050133,0.022
11/28/2022,360050133,0.024
11/29/2022,360050133,0.013
1/1/2023,360050110,0.027
1/2/2023,360050110,0.011
1/3/2023,360050110,0.001
1/4/2023,360050110,0.004
1/5/2023,360050110,0.008
1/6/2023,360050110,0.016
1/7/2023,360050110,0.019
1/8/2023,360050110,0.02
1/9/2023,360050110,0.02
1/10/2023,360050110,0.019
1/11/2023,360050110,0.021
1/12/2023,360050110,0.033
1/13/2023,360050110,0.02
1/14/2023,360050110,0.027
1/15/2023,360050110,0.03
1/16/2023,360050110,0.025
1/17/2023,360050110,0.001
1/18/2023,360050110,0.011
1/19/2023,360050110,0.008
1/20/2023,360050110,0.015
1/21/2023,360050110,0.022
1/22/2023,360050110,0.019
1/23/2023,360050110,0.024
1/24/2023,360050110,0.026
1/25/2023,360050110,0.032
1/26/2023,360050110,0.023
1/27/2023,360050110,0.019
1/28/2023,360050110,0.025
1/29/2023,360050110,0.023
1/30/2023,360050110,0.012
1/31/2023,360050110,0.027
2/1/2023,360050110,0.028
2/2/2023,360050110,0.024
2/3/2023,360050110,0.031
2/4/2023,360050110,0.028
2/5/2023,360050110,0.019
2/6/2023,360050110,0.027
2/7/2023,360050110,0.024
2/8/2023,360050110,0.03
2/9/2023,360050110,0.024
2/10/2023,360050110,0.032
2/11/2023,360050110,0.031
2/12/2023,360050110,0.019
2/13/2023,360050110,0.033
2/14/2023,360050110,0.035
2/15/2023,360050110,0.034
2/16/2023,360050110,0.013
2/17/2023,360050110,0.03
2/18/2023,360050110,0.031
2/19/2023,360050110,0.031
2/20/2023,360050110,0.027
2/21/2023,360050110,0.021
2/22/2023,360050110,0.027
2/23/2023,360050110,0.018
2/24/2023,360050110,0.033
2/25/2023,360050110,0.028
2/26/2023,360050110,0.027
2/27/2023,360050110,0.033
2/28/2023,360050110,0.016
3/1/2023,360050110,0.029
3/2/2023,360050110,0.034
3/3/2023,360050110,0.035
3/4/2023,360050110,0.031
3/5/2023,360050110,0.04
3/6/2023,360050110,0.036
3/7/2023,360050110,0.039
3/8/2023,360050110,0.032
3/9/2023,360050110,0.035
3/10/2023,360050110,0.031
3/11/2023,360050110,0.032
3/12/2023,360050110,0.035
3/13/2023,360050110,0.031
3/14/2023,360050110,0.031
3/15/2023,360050110,0.038
3/16/2023,360050110,0.039
3/17/2023,360050110,0.032
3/18/2023,360050110,0.04
3/19/2023,360050110,0.036
3/20/2023,360050110,0.026
3/21/2023,360050110,0.034
3/22/2023,360050110,0.035
3/23/2023,360050110,0.031
3/24/2023,360050110,0.033
3/25/2023,360050110,0.029
3/26/2023,360050110,0.047
3/27/2023,360050110,0.039
3/28/2023,360050110,0.04
3/29/2023,360050110,0.041
3/30/2023,360050110,0.041
3/31/2023,360050110,0.039
4/1/2023,360050110,0.043
4/2/2023,360050110,0.047
4/3/2023,360050110,0.044
4/4/2023,360050110,0.034
4/5/2023,360050110,0.035
4/6/2023,360050110,0.04
4/7/2023,360050110,0.043
4/8/2023,360050110,0.045
4/9/2023,360050110,0.043
4/10/2023,360050110,0.042
4/11/2023,360050110,0.051
4/12/2023,360050110,0.058
4/13/2023,360050110,0.068
4/14/2023,360050110,0.058
4/15/2023,360050110,0.028
4/16/2023,360050110,0.037
4/17/2023,360050110,0.043
4/18/2023,360050110,0.04
4/19/2023,360050110,0.045
4/20/2023,360050110,0.035
4/21/2023,360050110,0.045
4/22/2023,360050110,0.035
4/23/2023,360050110,0.044
4/24/2023,360050110,0.043
4/25/2023,360050110,0.039
4/26/2023,360050110,0.044
4/27/2023,360050110,0.041
4/28/2023,360050110,0.043
4/29/2023,360050110,0.039
4/30/2023,360050110,0.034
5/1/2023,360050110,0.034
5/2/2023,360050110,0.026
5/3/2023,360050110,0.025
5/4/2023,360050110,0.029
5/5/2023,360050110,0.031
5/6/2023,360050110,0.039
5/7/2023,360050110,0.045
5/8/2023,360050110,0.042
5/9/2023,360050110,0.043
5/10/2023,360050110,0.046
5/11/2023,360050110,0.056
5/12/2023,360050110,0.061
5/13/2023,360050110,0.054
5/14/2023,360050110,0.043
5/15/2023,360050110,0.049
5/16/2023,360050110,0.055
5/17/2023,360050110,0.043
5/18/2023,360050110,0.037
5/19/2023,360050110,0.037
5/20/2023,360050110,0.024
5/21/2023,360050110,0.038
5/22/2023,360050110,0.038
5/23/2023,360050110,0.033
5/24/2023,360050110,0.038
5/25/2023,360050110,0.034
5/26/2023,360050110,0.044
5/27/2023,360050110,0.051
5/28/2023,360050110,0.048
5/29/2023,360050110,0.05
5/30/2023,360050110,0.04
5/31/2023,360050110,0.038
6/1/2023,360050110,0.056
6/2/2023,360050110,0.065
6/3/2023,360050110,0.027
6/4/2023,360050110,0.032
6/5/2023,360050110,0.037
6/6/2023,360050110,0.05
6/7/2023,360050110,0.037
6/8/2023,360050110,0.038
6/9/2023,360050110,0.032
6/10/2023,360050110,0.036
6/11/2023,360050110,0.059
6/12/2023,360050110,0.047
6/13/2023,360050110,0.057
6/14/2023,360050110,0.045
6/15/2023,360050110,0.043
6/16/2023,360050110,0.054
6/17/2023,360050110,0.044
6/18/2023,360050110,0.038
6/19/2023,360050110,0.043
6/20/2023,360050110,0.037
6/21/2023,360050110,0.031
6/22/2023,360050110,0.031
6/23/2023,360050110,0.019
6/24/2023,360050110,0.03
6/25/2023,360050110,0.044
6/26/2023,360050110,0.041
6/27/2023,360050110,0.05
6/28/2023,360050110,0.047
6/29/2023,360050110,0.052
6/30/2023,360050110,0.081
7/1/2023,360050110,0.072
7/2/2023,360050110,0.052
7/3/2023,360050110,0.057
7/4/2023,360050110,0.041
7/5/2023,360050110,0.065
7/6/2023,360050110,0.052
7/7/2023,360050110,0.048
7/8/2023,360050110,0.05
7/9/2023,360050110,0.032
7/10/2023,360050110,0.042
7/11/2023,360050110,0.065
7/12/2023,360050110,0.07
7/13/2023,360050110,0.047
7/14/2023,360050110,0.046
7/15/2023,360050110,0.048
7/16/2023,360050110,0.025
7/17/2023,360050110,0.069
7/18/2023,360050110,0.042
7/19/2023,360050110,0.057
7/20/2023,360050110,0.057
7/21/2023,360050110,0.062
7/22/2023,360050110,0.037
7/23/2023,360050110,0.054
7/24/2023,360050110,0.048
7/25/2023,360050110,0.046
7/26/2023,360050110,0.067
7/27/2023,360050110,0.061
7/28/2023,360050110,0.062
7/29/2023,360050110,0.058
7/30/2023,360050110,0.028
7/31/2023,360050110,0.043
8/1/2023,360050110,0.038
8/2/2023,360050110,0.044
8/3/2023,360050110,0.043
8/4/2023,360050110,0.04
8/5/2023,360050110,0.048
8/6/2023,360050110,0.054
8/7/2023,360050110,0.042
8/8/2023,360050110,0.032
8/9/2023,360050110,0.042
8/10/2023,360050110,0.033
8/11/2023,360050110,0.052
8/12/2023,360050110,0.051
8/13/2023,360050110,0.046
8/14/2023,360050110,0.052
8/15/2023,360050110,0.036
8/16/2023,360050110,0.045
8/17/2023,360050110,0.033
8/18/2023,360050110,0.044
8/19/2023,360050110,0.036
8/20/2023,360050110,0.057
8/21/2023,360050110,0.05
8/22/2023,360050110,0.035
8/23/2023,360050110,0.038
8/24/2023,360050110,0.03
8/25/2023,360050110,0.024
8/26/2023,360050110,0.037
8/27/2023,360050110,0.034
8/28/2023,360050110,0.03
8/29/2023,360050110,0.038
8/30/2023,360050110,0.039
8/31/2023,360050110,0.033
9/1/2023,360050110,0.04
9/2/2023,360050110,0.052
9/3/2023,360050110,0.055
9/4/2023,360050110,0.047
9/5/2023,360050110,0.054
9/6/2023,360050110,0.064
9/7/2023,360050110,0.064
9/8/2023,360050110,0.043
9/9/2023,360050110,0.039
9/10/2023,360050110,0.03
9/11/2023,360050110,0.033
9/12/2023,360050110,0.05
9/13/2023,360050110,0.04
9/14/2023,360050110,0.036
9/15/2023,360050110,0.026
9/16/2023,360050110,0.031
9/17/2023,360050110,0.048
9/18/2023,360050110,0.027
9/19/2023,360050110,0.03
9/20/2023,360050110,0.043
9/21/2023,360050110,0.038
9/22/2023,360050110,0.028
9/23/2023,360050110,0.027
9/24/2023,360050110,0.033
9/25/2023,360050110,0.031
9/26/2023,360050110,0.017
9/27/2023,360050110,0.035
9/28/2023,360050110,0.027
9/29/2023,360050110,0.022
9/30/2023,360050110,0.024
10/1/2023,360050110,0.033
10/2/2023,360050110,0.037
10/3/2023,360050110,0.043
10/4/2023,360050110,0.047
10/5/2023,360050110,0.034
10/6/2023,360050110,0.021
10/7/2023,360050110,0.031
10/8/2023,360050110,0.021
10/9/2023,360050110,0.025
10/10/2023,360050110,0.024
10/11/2023,360050110,0.038
10/12/2023,360050110,0.042
10/13/2023,360050110,0.019
10/14/2023,360050110,0.015
10/15/2023,360050110,0.02
10/16/2023,360050110,0.019
10/17/2023,360050110,0.021
10/18/2023,360050110,0.018
10/19/2023,360050110,0.032
10/20/2023,360050110,0.023
10/21/2023,360050110,0.025
10/22/2023,360050110,0.028
10/23/2023,360050110,0.023
10/24/2023,360050110,0.026
10/26/2023,360050110,0.024
10/27/2023,360050110,0.017
10/28/2023,360050110,0.036
10/29/2023,360050110,0.012
10/30/2023,360050110,0.025
10/31/2023,360050110,0.025
11/1/2023,360050110,0.028
11/2/2023,360050110,0.025
11/3/2023,360050110,0.029
11/4/2023,360050110,0.014
11/5/2023,360050110,0.035
11/6/2023,360050110,0.035
11/7/2023,360050110,0.027
11/8/2023,360050110,0.029
11/9/2023,360050110,0.012
11/10/2023,360050110,0.016
11/11/2023,360050110,0.022
11/12/2023,360050110,0.03
11/13/2023,360050110,0.012
11/14/2023,360050110,0.017
11/15/2023,360050110,0.01
11/16/2023,360050110,0.014
11/17/2023,360050110,0.023
11/18/2023,360050110,0.026
11/19/2023,360050110,0.028
11/20/2023,360050110,0.026
11/21/2023,360050110,0.027
11/22/2023,360050110,0.023
11/23/2023,360050110,0.028
11/24/2023,360050110,0.03
11/25/2023,360050110,0.027
11/26/2023,360050110,0.029
11/27/2023,360050110,0.02
11/28/2023,360050110,0.025
11/29/2023,360050110,0.017
11/30/2023,360050110,0.019
12/1/2023,360050110,0.012
12/2/2023,360050110,0.011
12/3/2023,360050110,0.023
12/4/2023,360050110,0.014
12/5/2023,360050110,0.024
12/6/2023,360050110,0.024
12/7/2023,360050110,0.021
12/8/2023,360050110,0.012
12/9/2023,360050110,0.014
12/10/2023,360050110,0.028
12/11/2023,360050110,0.024
12/12/2023,360050110,0.021
12/13/2023,360050110,0.025
12/14/2023,360050110,0.028
12/15/2023,360050110,0.022
12/16/2023,360050110,0.028
12/17/2023,360050110,0.036
12/18/2023,360050110,0.036
12/19/2023,360050110,0.025
12/20/2023,360050110,0.023
12/21/2023,360050110,0.024
12/22/2023,360050110,0.015
12/23/2023,360050110,0.012
12/24/2023,360050110,0.004
12/25/2023,360050110,0.023
12/26/2023,360050110,0.009
12/27/2023,360050110,0.023
12/28/2023,360050110,0.022
12/29/2023,360050110,0.012
12/30/2023,360050110,0.02
12/31/2023,360050110,0.025
1/1/2023,360050133,0.028
1/2/2023,360050133,0.014
1/3/2023,360050133,0.001
1/4/2023,360050133,0.008
1/5/2023,360050133,0.013
1/6/2023,360050133,0.018
1/7/2023,360050133,0.02
1/8/2023,360050133,0.024
1/9/2023,360050133,0.022
1/10/2023,360050133,0.021
1/11/2023,360050133,0.025
1/12/2023,360050133,0.034
1/13/2023,360050133,0.022
1/14/2023,360050133,0.029
1/15/2023,360050133,0.031
1/16/2023,360050133,0.028
1/17/2023,360050133,0.006
1/18/2023,360050133,0.013
1/19/2023,360050133,0.016
1/20/2023,360050133,0.018
1/21/2023,360050133,0.024
1/22/2023,360050133,0.022
1/23/2023,360050133,0.026
1/24/2023,360050133,0.029
1/25/2023,360050133,0.035
1/26/2023,360050133,0.025
1/27/2023,360050133,0.021
1/28/2023,360050133,0.029
1/29/2023,360050133,0.023
1/30/2023,360050133,0.015
1/31/2023,360050133,0.029
2/1/2023,360050133,0.031
2/2/2023,360050133,0.027
2/3/2023,360050133,0.034
2/4/2023,360050133,0.03
2/5/2023,360050133,0.021
2/6/2023,360050133,0.03
2/7/2023,360050133,0.027
2/8/2023,360050133,0.033
2/9/2023,360050133,0.029
2/10/2023,360050133,0.034
2/11/2023,360050133,0.033
2/12/2023,360050133,0.019
2/13/2023,360050133,0.036
2/14/2023,360050133,0.038
2/15/2023,360050133,0.038
2/16/2023,360050133,0.016
2/17/2023,360050133,0.032
2/18/2023,360050133,0.035
2/19/2023,360050133,0.034
2/20/2023,360050133,0.029
2/21/2023,360050133,0.023
2/22/2023,360050133,0.032
2/23/2023,360050133,0.021
2/24/2023,360050133,0.036
2/25/2023,360050133,0.032
2/26/2023,360050133,0.023
2/27/2023,360050133,0.038
2/28/2023,360050133,0.022
3/1/2023,360050133,0.032
3/2/2023,360050133,0.039
3/3/2023,360050133,0.038
3/4/2023,360050133,0.033
3/5/2023,360050133,0.042
3/6/2023,360050133,0.039
3/7/2023,360050133,0.041
3/8/2023,360050133,0.035
3/9/2023,360050133,0.038
3/10/2023,360050133,0.034
3/11/2023,360050133,0.034
3/12/2023,360050133,0.039
3/13/2023,360050133,0.035
3/14/2023,360050133,0.033
3/15/2023,360050133,0.041
3/16/2023,360050133,0.043
3/17/2023,360050133,0.034
3/18/2023,360050133,0.043
3/19/2023,360050133,0.038
3/20/2023,360050133,0.034
3/21/2023,360050133,0.039
3/22/2023,360050133,0.04
3/23/2023,360050133,0.034
3/24/2023,360050133,0.036
3/25/2023,360050133,0.033
3/26/2023,360050133,0.048
3/27/2023,360050133,0.044
3/28/2023,360050133,0.042
3/29/2023,360050133,0.045
3/30/2023,360050133,0.043
3/31/2023,360050133,0.044
4/1/2023,360050133,0.047
4/2/2023,360050133,0.048
4/3/2023,360050133,0.048
4/4/2023,360050133,0.039
4/5/2023,360050133,0.041
4/6/2023,360050133,0.043
4/7/2023,360050133,0.045
4/8/2023,360050133,0.047
4/9/2023,360050133,0.046
4/10/2023,360050133,0.048
4/11/2023,360050133,0.053
4/12/2023,360050133,0.06
4/13/2023,360050133,0.07
4/14/2023,360050133,0.067
4/15/2023,360050133,0.03
4/16/2023,360050133,0.038
4/17/2023,360050133,0.043
4/18/2023,360050133,0.04
4/19/2023,360050133,0.046
4/20/2023,360050133,0.034
4/21/2023,360050133,0.048
4/22/2023,360050133,0.037
4/23/2023,360050133,0.045
4/24/2023,360050133,0.043
4/25/2023,360050133,0.041
