"","Date","Source","Site.ID","POC","Daily.Max.1.hour.NO2.Concentration","UNITS","DAILY_AQI_VALUE","Site.Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"35","02/05/2021","AQS",360050110,1,54.1,"ppb",51,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"36","02/06/2021","AQS",360050110,1,35.8,"ppb",33,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"37","02/07/2021","AQS",360050110,1,45,"ppb",42,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"38","02/08/2021","AQS",360050110,1,46.7,"ppb",43,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"39","02/09/2021","AQS",360050110,1,50.6,"ppb",47,"IS 52",20,83,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"40","02/10/2021","AQS",360050110,1,40.8,"ppb",38,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"41","02/11/2021","AQS",360050110,1,25.4,"ppb",24,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"42","02/12/2021","AQS",360050110,1,36,"ppb",34,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"43","02/13/2021","AQS",360050110,1,36.5,"ppb",34,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"44","02/14/2021","AQS",360050110,1,28.4,"ppb",26,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"45","02/15/2021","AQS",360050110,1,34,"ppb",32,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"46","02/16/2021","AQS",360050110,1,42.8,"ppb",40,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"47","02/17/2021","AQS",360050110,1,44.8,"ppb",42,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"48","02/18/2021","AQS",360050110,1,24.8,"ppb",23,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"49","02/19/2021","AQS",360050110,1,28.3,"ppb",26,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"50","02/20/2021","AQS",360050110,1,24.9,"ppb",23,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"51","02/21/2021","AQS",360050110,1,43.7,"ppb",41,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"52","02/22/2021","AQS",360050110,1,52.2,"ppb",49,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"53","02/23/2021","AQS",360050110,1,38.2,"ppb",36,"IS 52",20,83,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"54","02/24/2021","AQS",360050110,1,40.8,"ppb",38,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"55","02/25/2021","AQS",360050110,1,29.9,"ppb",27,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"56","02/26/2021","AQS",360050110,1,30.3,"ppb",28,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"57","02/27/2021","AQS",360050110,1,35,"ppb",33,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"58","02/28/2021","AQS",360050110,1,31.4,"ppb",29,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"59","03/01/2021","AQS",360050110,1,45.1,"ppb",42,"IS 52",23,96,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"60","03/02/2021","AQS",360050110,1,32.6,"ppb",30,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"61","03/03/2021","AQS",360050110,1,38.6,"ppb",36,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"62","03/04/2021","AQS",360050110,1,28.9,"ppb",26,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"63","03/05/2021","AQS",360050110,1,18.4,"ppb",17,"IS 52",21,88,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"64","03/06/2021","AQS",360050110,1,18.2,"ppb",17,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"65","03/07/2021","AQS",360050110,1,17.2,"ppb",16,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"66","03/08/2021","AQS",360050110,1,42.9,"ppb",40,"IS 52",18,75,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"67","03/09/2021","AQS",360050110,1,40.6,"ppb",38,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"68","03/10/2021","AQS",360050110,1,42.5,"ppb",40,"IS 52",22,92,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"69","03/11/2021","AQS",360050110,1,59.8,"ppb",56,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"70","03/12/2021","AQS",360050110,1,21.3,"ppb",20,"IS 52",23,96,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"71","03/13/2021","AQS",360050110,1,22.1,"ppb",21,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"72","03/14/2021","AQS",360050110,1,20.2,"ppb",19,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"73","03/15/2021","AQS",360050110,1,19.5,"ppb",18,"IS 52",19,79,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"74","03/16/2021","AQS",360050110,1,30.2,"ppb",28,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"75","03/17/2021","AQS",360050110,1,33.3,"ppb",31,"IS 52",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
