"","Date","Source","Site.ID","POC","Daily.Max.1.hour.NO2.Concentration","UNITS","DAILY_AQI_VALUE","Site.Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"450","04/23/2021","AQS",360050133,1,22.2,"ppb",21,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"451","04/24/2021","AQS",360050133,1,27.8,"ppb",25,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"452","04/25/2021","AQS",360050133,1,19.4,"ppb",18,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"453","04/26/2021","AQS",360050133,1,8.2,"ppb",8,"PFIZER LAB SITE",22,92,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"454","04/27/2021","AQS",360050133,1,36.9,"ppb",34,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"455","04/28/2021","AQS",360050133,1,42.5,"ppb",40,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"456","04/29/2021","AQS",360050133,1,65.2,"ppb",63,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"457","04/30/2021","AQS",360050133,1,8.4,"ppb",8,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"458","05/01/2021","AQS",360050133,1,25.6,"ppb",24,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"459","05/02/2021","AQS",360050133,1,14.9,"ppb",13,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"460","05/03/2021","AQS",360050133,1,18.2,"ppb",17,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"461","05/04/2021","AQS",360050133,1,13.2,"ppb",12,"PFIZER LAB SITE",21,88,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"462","05/05/2021","AQS",360050133,1,23.5,"ppb",22,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"463","05/06/2021","AQS",360050133,1,16.8,"ppb",15,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"464","05/07/2021","AQS",360050133,1,13.8,"ppb",12,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"465","05/08/2021","AQS",360050133,1,17.3,"ppb",16,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"466","05/09/2021","AQS",360050133,1,15.7,"ppb",14,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"467","05/10/2021","AQS",360050133,1,27.3,"ppb",25,"PFIZER LAB SITE",22,92,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"468","05/11/2021","AQS",360050133,1,17.6,"ppb",16,"PFIZER LAB SITE",21,88,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"469","05/12/2021","AQS",360050133,1,27.4,"ppb",25,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"470","05/13/2021","AQS",360050133,1,23.2,"ppb",22,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"471","05/14/2021","AQS",360050133,1,25.8,"ppb",24,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"472","05/15/2021","AQS",360050133,1,26.5,"ppb",25,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"473","05/16/2021","AQS",360050133,1,28.6,"ppb",26,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"474","05/17/2021","AQS",360050133,1,22,"ppb",21,"PFIZER LAB SITE",23,96,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"475","05/18/2021","AQS",360050133,1,28.7,"ppb",26,"PFIZER LAB SITE",22,92,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"476","05/19/2021","AQS",360050133,1,18.1,"ppb",17,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"477","05/20/2021","AQS",360050133,1,21.5,"ppb",20,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"478","05/21/2021","AQS",360050133,1,30,"ppb",28,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"479","05/22/2021","AQS",360050133,1,31.5,"ppb",29,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"480","05/23/2021","AQS",360050133,1,8.3,"ppb",8,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"481","05/24/2021","AQS",360050133,1,7.2,"ppb",7,"PFIZER LAB SITE",22,92,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"482","05/25/2021","AQS",360050133,1,23.4,"ppb",22,"PFIZER LAB SITE",22,92,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"483","05/26/2021","AQS",360050133,1,21.4,"ppb",20,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"484","05/27/2021","AQS",360050133,1,13,"ppb",12,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"485","05/28/2021","AQS",360050133,1,6,"ppb",6,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"486","05/29/2021","AQS",360050133,1,5,"ppb",5,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"487","05/30/2021","AQS",360050133,1,8.7,"ppb",8,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"488","05/31/2021","AQS",360050133,1,22.1,"ppb",21,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"489","06/01/2021","AQS",360050133,1,29.2,"ppb",27,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"490","06/02/2021","AQS",360050133,1,33.5,"ppb",31,"PFIZER LAB SITE",21,88,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"491","06/03/2021","AQS",360050133,1,29.8,"ppb",27,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"492","06/04/2021","AQS",360050133,1,46.7,"ppb",43,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"493","06/05/2021","AQS",360050133,1,25.9,"ppb",24,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"494","06/06/2021","AQS",360050133,1,26.3,"ppb",25,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"495","06/07/2021","AQS",360050133,1,35.1,"ppb",33,"PFIZER LAB SITE",22,92,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"496","06/08/2021","AQS",360050133,1,31.9,"ppb",29,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"497","06/09/2021","AQS",360050133,1,27.5,"ppb",25,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"498","06/10/2021","AQS",360050133,1,8.5,"ppb",8,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"499","06/11/2021","AQS",360050133,1,11.1,"ppb",10,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"500","06/12/2021","AQS",360050133,1,15.8,"ppb",14,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"501","06/13/2021","AQS",360050133,1,22.8,"ppb",21,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"502","06/14/2021","AQS",360050133,1,15.7,"ppb",14,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"503","06/15/2021","AQS",360050133,1,19.3,"ppb",18,"PFIZER LAB SITE",21,88,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"504","06/16/2021","AQS",360050133,1,8.8,"ppb",8,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"505","06/17/2021","AQS",360050133,1,23.5,"ppb",22,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"506","06/18/2021","AQS",360050133,1,32.2,"ppb",30,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"507","06/19/2021","AQS",360050133,1,14.8,"ppb",13,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"508","06/20/2021","AQS",360050133,1,26.3,"ppb",25,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"509","06/21/2021","AQS",360050133,1,23.3,"ppb",22,"PFIZER LAB SITE",22,92,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"510","06/22/2021","AQS",360050133,1,15.9,"ppb",14,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"511","06/23/2021","AQS",360050133,1,30.8,"ppb",28,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"512","06/24/2021","AQS",360050133,1,30.7,"ppb",28,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"513","06/25/2021","AQS",360050133,1,16,"ppb",15,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"514","06/26/2021","AQS",360050133,1,12,"ppb",11,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"515","06/27/2021","AQS",360050133,1,16.2,"ppb",15,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"516","06/28/2021","AQS",360050133,1,26.9,"ppb",25,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"517","06/29/2021","AQS",360050133,1,16.3,"ppb",15,"PFIZER LAB SITE",21,88,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"518","06/30/2021","AQS",360050133,1,20.3,"ppb",19,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"519","07/01/2021","AQS",360050133,1,26.1,"ppb",25,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"520","07/02/2021","AQS",360050133,1,23.4,"ppb",22,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"521","07/03/2021","AQS",360050133,1,5,"ppb",5,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"522","07/04/2021","AQS",360050133,1,23.2,"ppb",22,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"523","07/05/2021","AQS",360050133,1,16.1,"ppb",15,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"524","07/06/2021","AQS",360050133,1,27.8,"ppb",25,"PFIZER LAB SITE",22,92,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"525","07/07/2021","AQS",360050133,1,26.8,"ppb",25,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"526","07/08/2021","AQS",360050133,1,17.4,"ppb",16,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"527","07/09/2021","AQS",360050133,1,22.3,"ppb",21,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"528","07/10/2021","AQS",360050133,1,17.3,"ppb",16,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"529","07/11/2021","AQS",360050133,1,12.4,"ppb",11,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"530","07/12/2021","AQS",360050133,1,26.8,"ppb",25,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"531","07/13/2021","AQS",360050133,1,6.9,"ppb",6,"PFIZER LAB SITE",21,88,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"532","07/14/2021","AQS",360050133,1,23.5,"ppb",22,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"533","07/15/2021","AQS",360050133,1,22.3,"ppb",21,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"534","07/16/2021","AQS",360050133,1,19.3,"ppb",18,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"535","07/17/2021","AQS",360050133,1,19.9,"ppb",18,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"536","07/18/2021","AQS",360050133,1,11.7,"ppb",10,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"537","07/19/2021","AQS",360050133,1,31.9,"ppb",29,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"538","07/20/2021","AQS",360050133,1,24,"ppb",23,"PFIZER LAB SITE",22,92,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"539","07/21/2021","AQS",360050133,1,23.4,"ppb",22,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"540","07/22/2021","AQS",360050133,1,9.2,"ppb",8,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"541","07/23/2021","AQS",360050133,1,16,"ppb",15,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"542","07/24/2021","AQS",360050133,1,19.6,"ppb",18,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"543","07/25/2021","AQS",360050133,1,12.5,"ppb",11,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"544","07/26/2021","AQS",360050133,1,24.8,"ppb",23,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"545","07/27/2021","AQS",360050133,1,44.2,"ppb",42,"PFIZER LAB SITE",22,92,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"546","07/28/2021","AQS",360050133,1,11.3,"ppb",10,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"547","07/29/2021","AQS",360050133,1,20.8,"ppb",19,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"548","07/30/2021","AQS",360050133,1,12.2,"ppb",11,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"549","07/31/2021","AQS",360050133,1,17.5,"ppb",16,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"550","08/01/2021","AQS",360050133,1,22.3,"ppb",21,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"551","08/02/2021","AQS",360050133,1,15.3,"ppb",14,"PFIZER LAB SITE",22,92,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"552","08/03/2021","AQS",360050133,1,27.7,"ppb",25,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"553","08/04/2021","AQS",360050133,1,32,"ppb",30,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"554","08/05/2021","AQS",360050133,1,17,"ppb",16,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"555","08/06/2021","AQS",360050133,1,28.7,"ppb",26,"PFIZER LAB SITE",21,88,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"556","08/07/2021","AQS",360050133,1,18.2,"ppb",17,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"557","08/08/2021","AQS",360050133,1,13.6,"ppb",12,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"558","08/09/2021","AQS",360050133,1,18.6,"ppb",17,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"559","08/10/2021","AQS",360050133,1,23.1,"ppb",22,"PFIZER LAB SITE",21,88,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"560","08/11/2021","AQS",360050133,1,29.6,"ppb",27,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"561","08/12/2021","AQS",360050133,1,31.4,"ppb",29,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"562","08/13/2021","AQS",360050133,1,32.2,"ppb",30,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"563","08/14/2021","AQS",360050133,1,13.1,"ppb",12,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"564","08/15/2021","AQS",360050133,1,9.6,"ppb",8,"PFIZER LAB SITE",24,100,42602,"Nitrogen dioxide (NO2)",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
