"","Date","Source","Site.ID","POC","Daily.Max.8.hour.Ozone.Concentration","UNITS","DAILY_AQI_VALUE","Site.Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"39","02/10/2021","AQS",360050110,1,0.032,"ppm",30,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"40","02/11/2021","AQS",360050110,1,0.031,"ppm",29,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"41","02/12/2021","AQS",360050110,1,0.027,"ppm",25,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"42","02/13/2021","AQS",360050110,1,0.025,"ppm",23,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"43","02/14/2021","AQS",360050110,1,0.024,"ppm",22,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"44","02/15/2021","AQS",360050110,1,0.016,"ppm",15,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"45","02/16/2021","AQS",360050110,1,0.028,"ppm",26,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"46","02/18/2021","AQS",360050110,1,0.02,"ppm",19,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"47","02/19/2021","AQS",360050110,1,0.022,"ppm",20,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"48","02/20/2021","AQS",360050110,1,0.037,"ppm",34,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"49","02/21/2021","AQS",360050110,1,0.037,"ppm",34,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"50","02/22/2021","AQS",360050110,1,0.02,"ppm",19,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"51","02/23/2021","AQS",360050110,1,0.024,"ppm",22,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"52","02/24/2021","AQS",360050110,1,0.031,"ppm",29,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"53","02/25/2021","AQS",360050110,1,0.037,"ppm",34,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"54","02/26/2021","AQS",360050110,1,0.032,"ppm",30,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"55","02/27/2021","AQS",360050110,1,0.02,"ppm",19,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"56","02/28/2021","AQS",360050110,1,0.026,"ppm",24,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"57","03/01/2021","AQS",360050110,1,0.036,"ppm",33,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"58","03/02/2021","AQS",360050110,1,0.036,"ppm",33,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"59","03/03/2021","AQS",360050110,1,0.033,"ppm",31,"IS 52",13,76,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"60","03/04/2021","AQS",360050110,1,0.035,"ppm",32,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"61","03/05/2021","AQS",360050110,1,0.037,"ppm",34,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"62","03/06/2021","AQS",360050110,1,0.035,"ppm",32,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"63","03/07/2021","AQS",360050110,1,0.037,"ppm",34,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"64","03/08/2021","AQS",360050110,1,0.038,"ppm",35,"IS 52",13,76,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"65","03/09/2021","AQS",360050110,1,0.045,"ppm",42,"IS 52",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
