"","Date","Source","Site.ID","POC","Daily.Max.8.hour.Ozone.Concentration","UNITS","DAILY_AQI_VALUE","Site.Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"504","05/24/2021","AQS",360050133,1,0.04,"ppm",37,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"505","05/25/2021","AQS",360050133,1,0.043,"ppm",40,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"506","05/26/2021","AQS",360050133,1,0.053,"ppm",49,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"507","05/27/2021","AQS",360050133,1,0.043,"ppm",40,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"508","05/28/2021","AQS",360050133,1,0.039,"ppm",36,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"509","05/29/2021","AQS",360050133,1,0.03,"ppm",28,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"510","05/30/2021","AQS",360050133,1,0.022,"ppm",20,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"511","05/31/2021","AQS",360050133,1,0.027,"ppm",25,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"512","06/01/2021","AQS",360050133,1,0.046,"ppm",43,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"513","06/02/2021","AQS",360050133,1,0.041,"ppm",38,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"514","06/03/2021","AQS",360050133,1,0.018,"ppm",17,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"515","06/04/2021","AQS",360050133,1,0.035,"ppm",32,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"516","06/05/2021","AQS",360050133,1,0.071,"ppm",101,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"517","06/06/2021","AQS",360050133,1,0.074,"ppm",112,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"518","06/07/2021","AQS",360050133,1,0.057,"ppm",58,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"519","06/08/2021","AQS",360050133,1,0.04,"ppm",37,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"520","06/09/2021","AQS",360050133,1,0.049,"ppm",45,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"521","06/10/2021","AQS",360050133,1,0.05,"ppm",46,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"522","06/11/2021","AQS",360050133,1,0.036,"ppm",33,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"523","06/12/2021","AQS",360050133,1,0.033,"ppm",31,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"524","06/13/2021","AQS",360050133,1,0.041,"ppm",38,"PFIZER LAB SITE",13,76,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"525","06/14/2021","AQS",360050133,1,0.032,"ppm",30,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"526","06/15/2021","AQS",360050133,1,0.043,"ppm",40,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"527","06/16/2021","AQS",360050133,1,0.037,"ppm",34,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"528","06/17/2021","AQS",360050133,1,0.043,"ppm",40,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"529","06/18/2021","AQS",360050133,1,0.067,"ppm",90,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"530","06/19/2021","AQS",360050133,1,0.058,"ppm",61,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"531","06/20/2021","AQS",360050133,1,0.062,"ppm",74,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"532","06/21/2021","AQS",360050133,1,0.035,"ppm",32,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"533","06/22/2021","AQS",360050133,1,0.023,"ppm",21,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"534","06/23/2021","AQS",360050133,1,0.038,"ppm",35,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"535","06/24/2021","AQS",360050133,1,0.047,"ppm",44,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"536","06/25/2021","AQS",360050133,1,0.044,"ppm",41,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"537","06/26/2021","AQS",360050133,1,0.02,"ppm",19,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"538","06/27/2021","AQS",360050133,1,0.032,"ppm",30,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"539","06/28/2021","AQS",360050133,1,0.049,"ppm",45,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"540","06/29/2021","AQS",360050133,1,0.069,"ppm",97,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"541","06/30/2021","AQS",360050133,1,0.06,"ppm",67,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"542","07/01/2021","AQS",360050133,1,0.036,"ppm",33,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"543","07/02/2021","AQS",360050133,1,0.037,"ppm",34,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"544","07/03/2021","AQS",360050133,1,0.012,"ppm",11,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"545","07/04/2021","AQS",360050133,1,0.038,"ppm",35,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"546","07/05/2021","AQS",360050133,1,0.043,"ppm",40,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"547","07/06/2021","AQS",360050133,1,0.062,"ppm",74,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"548","07/07/2021","AQS",360050133,1,0.069,"ppm",97,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"549","07/08/2021","AQS",360050133,1,0.041,"ppm",38,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"550","07/09/2021","AQS",360050133,1,0.032,"ppm",30,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"551","07/10/2021","AQS",360050133,1,0.035,"ppm",32,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"552","07/11/2021","AQS",360050133,1,0.047,"ppm",44,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"553","07/12/2021","AQS",360050133,1,0.037,"ppm",34,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"554","07/13/2021","AQS",360050133,1,0.027,"ppm",25,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"555","07/14/2021","AQS",360050133,1,0.054,"ppm",50,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"556","07/15/2021","AQS",360050133,1,0.069,"ppm",97,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"557","07/16/2021","AQS",360050133,1,0.063,"ppm",77,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"558","07/17/2021","AQS",360050133,1,0.053,"ppm",49,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"559","07/18/2021","AQS",360050133,1,0.041,"ppm",38,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"560","07/19/2021","AQS",360050133,1,0.03,"ppm",28,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"561","07/20/2021","AQS",360050133,1,0.048,"ppm",44,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"562","07/21/2021","AQS",360050133,1,0.051,"ppm",47,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"563","07/22/2021","AQS",360050133,1,0.035,"ppm",32,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"564","07/23/2021","AQS",360050133,1,0.036,"ppm",33,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"565","07/24/2021","AQS",360050133,1,0.049,"ppm",45,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"566","07/25/2021","AQS",360050133,1,0.044,"ppm",41,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"567","07/26/2021","AQS",360050133,1,0.054,"ppm",50,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"568","07/27/2021","AQS",360050133,1,0.072,"ppm",105,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"569","07/28/2021","AQS",360050133,1,0.043,"ppm",40,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"570","07/29/2021","AQS",360050133,1,0.043,"ppm",40,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"571","07/30/2021","AQS",360050133,1,0.04,"ppm",37,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"572","07/31/2021","AQS",360050133,1,0.037,"ppm",34,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"573","08/01/2021","AQS",360050133,1,0.051,"ppm",47,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"574","08/02/2021","AQS",360050133,1,0.032,"ppm",30,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"575","08/03/2021","AQS",360050133,1,0.044,"ppm",41,"PFIZER LAB SITE",14,82,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"576","08/04/2021","AQS",360050133,1,0.045,"ppm",42,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"577","08/05/2021","AQS",360050133,1,0.054,"ppm",50,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"578","08/06/2021","AQS",360050133,1,0.073,"ppm",108,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"579","08/07/2021","AQS",360050133,1,0.066,"ppm",87,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"580","08/09/2021","AQS",360050133,1,0.042,"ppm",39,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"581","08/10/2021","AQS",360050133,1,0.054,"ppm",50,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"582","08/11/2021","AQS",360050133,1,0.059,"ppm",64,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"583","08/12/2021","AQS",360050133,1,0.053,"ppm",49,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"584","08/13/2021","AQS",360050133,1,0.076,"ppm",119,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"585","08/14/2021","AQS",360050133,1,0.045,"ppm",42,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"586","08/16/2021","AQS",360050133,1,0.049,"ppm",45,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"587","08/17/2021","AQS",360050133,1,0.034,"ppm",31,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"588","08/18/2021","AQS",360050133,1,0.027,"ppm",25,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"589","08/19/2021","AQS",360050133,1,0.03,"ppm",28,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"590","08/20/2021","AQS",360050133,1,0.028,"ppm",26,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"591","08/21/2021","AQS",360050133,1,0.049,"ppm",45,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"592","08/23/2021","AQS",360050133,1,0.028,"ppm",26,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"593","08/24/2021","AQS",360050133,1,0.046,"ppm",43,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"594","08/25/2021","AQS",360050133,1,0.075,"ppm",115,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"595","08/26/2021","AQS",360050133,1,0.085,"ppm",150,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"596","08/27/2021","AQS",360050133,1,0.061,"ppm",71,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"597","08/28/2021","AQS",360050133,1,0.03,"ppm",28,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"598","08/29/2021","AQS",360050133,1,0.031,"ppm",29,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"599","08/30/2021","AQS",360050133,1,0.047,"ppm",44,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"600","08/31/2021","AQS",360050133,1,0.042,"ppm",39,"PFIZER LAB SITE",17,100,44201,"Ozone",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
