"","Date","Source","Site.ID","POC","Daily.Mean.PM2.5.Concentration","UNITS","DAILY_AQI_VALUE","Site.Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"289","10/19/2021","AQS",360050080,3,3.3,"ug/m3 LC",14,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"290","10/20/2021","AQS",360050080,3,7.7,"ug/m3 LC",32,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"291","10/21/2021","AQS",360050080,3,11.4,"ug/m3 LC",48,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"292","10/22/2021","AQS",360050080,3,5.1,"ug/m3 LC",21,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"293","10/23/2021","AQS",360050080,3,3,"ug/m3 LC",13,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"294","10/24/2021","AQS",360050080,3,5.3,"ug/m3 LC",22,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"295","10/25/2021","AQS",360050080,3,8.2,"ug/m3 LC",34,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"296","10/26/2021","AQS",360050080,3,0.4,"ug/m3 LC",2,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"297","10/27/2021","AQS",360050080,3,3,"ug/m3 LC",13,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"298","10/28/2021","AQS",360050080,3,5,"ug/m3 LC",21,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"299","10/29/2021","AQS",360050080,3,3.6,"ug/m3 LC",15,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"300","10/30/2021","AQS",360050080,3,4.9,"ug/m3 LC",20,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"301","10/31/2021","AQS",360050080,3,4.8,"ug/m3 LC",20,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"302","11/01/2021","AQS",360050080,3,4.3,"ug/m3 LC",18,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"303","11/02/2021","AQS",360050080,3,5.4,"ug/m3 LC",23,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"304","11/03/2021","AQS",360050080,3,4.1,"ug/m3 LC",17,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"305","11/04/2021","AQS",360050080,3,3.2,"ug/m3 LC",13,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"306","11/05/2021","AQS",360050080,3,5.3,"ug/m3 LC",22,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"307","11/06/2021","AQS",360050080,3,7.9,"ug/m3 LC",33,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"308","11/07/2021","AQS",360050080,3,8.9,"ug/m3 LC",37,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"309","11/08/2021","AQS",360050080,3,11.8,"ug/m3 LC",49,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"310","11/09/2021","AQS",360050080,3,12.3,"ug/m3 LC",51,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"311","11/10/2021","AQS",360050080,3,10.9,"ug/m3 LC",45,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"312","11/11/2021","AQS",360050080,3,5.7,"ug/m3 LC",24,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"313","11/12/2021","AQS",360050080,3,5.6,"ug/m3 LC",23,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"314","11/13/2021","AQS",360050080,3,6.2,"ug/m3 LC",26,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"315","11/14/2021","AQS",360050080,3,4.6,"ug/m3 LC",19,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"316","11/15/2021","AQS",360050080,3,4.9,"ug/m3 LC",20,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"317","11/16/2021","AQS",360050080,3,6.1,"ug/m3 LC",25,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"318","11/17/2021","AQS",360050080,3,9.5,"ug/m3 LC",40,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"319","11/18/2021","AQS",360050080,3,14.2,"ug/m3 LC",55,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"320","11/19/2021","AQS",360050080,3,3.8,"ug/m3 LC",16,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"321","11/20/2021","AQS",360050080,3,3.8,"ug/m3 LC",16,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"322","11/21/2021","AQS",360050080,3,6.2,"ug/m3 LC",26,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"323","11/22/2021","AQS",360050080,3,5.1,"ug/m3 LC",21,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"324","11/23/2021","AQS",360050080,3,3.7,"ug/m3 LC",15,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"325","11/24/2021","AQS",360050080,3,5,"ug/m3 LC",21,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"326","11/25/2021","AQS",360050080,3,8.7,"ug/m3 LC",36,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"327","11/26/2021","AQS",360050080,3,7.7,"ug/m3 LC",32,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"328","11/27/2021","AQS",360050080,3,4,"ug/m3 LC",17,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"329","11/28/2021","AQS",360050080,3,7.8,"ug/m3 LC",33,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"330","11/29/2021","AQS",360050080,3,7.1,"ug/m3 LC",30,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"331","11/30/2021","AQS",360050080,3,7.4,"ug/m3 LC",31,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"332","12/01/2021","AQS",360050080,3,8.4,"ug/m3 LC",35,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"333","12/02/2021","AQS",360050080,3,10.5,"ug/m3 LC",44,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"334","12/03/2021","AQS",360050080,3,3.8,"ug/m3 LC",16,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"335","12/04/2021","AQS",360050080,3,6.4,"ug/m3 LC",27,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"336","12/05/2021","AQS",360050080,3,7.5,"ug/m3 LC",31,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"337","12/06/2021","AQS",360050080,3,10.9,"ug/m3 LC",45,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"338","12/07/2021","AQS",360050080,3,6.3,"ug/m3 LC",26,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"339","12/08/2021","AQS",360050080,3,6.8,"ug/m3 LC",28,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"340","12/09/2021","AQS",360050080,3,8.4,"ug/m3 LC",35,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"341","12/10/2021","AQS",360050080,3,11.5,"ug/m3 LC",48,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"342","12/11/2021","AQS",360050080,3,9.3,"ug/m3 LC",39,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"343","12/12/2021","AQS",360050080,3,5.7,"ug/m3 LC",24,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"344","12/13/2021","AQS",360050080,3,7,"ug/m3 LC",29,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"345","12/14/2021","AQS",360050080,3,8,"ug/m3 LC",33,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"346","12/15/2021","AQS",360050080,3,6.8,"ug/m3 LC",28,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"347","12/16/2021","AQS",360050080,3,10,"ug/m3 LC",42,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"348","12/17/2021","AQS",360050080,3,8,"ug/m3 LC",33,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"349","12/18/2021","AQS",360050080,3,6.3,"ug/m3 LC",26,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"350","12/19/2021","AQS",360050080,3,6,"ug/m3 LC",25,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"351","12/20/2021","AQS",360050080,3,6.8,"ug/m3 LC",28,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"352","12/21/2021","AQS",360050080,3,9.6,"ug/m3 LC",40,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"353","12/22/2021","AQS",360050080,3,8.4,"ug/m3 LC",35,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"354","12/23/2021","AQS",360050080,3,6.4,"ug/m3 LC",27,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"355","12/24/2021","AQS",360050080,3,8.8,"ug/m3 LC",37,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"356","12/25/2021","AQS",360050080,3,14.7,"ug/m3 LC",56,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"357","12/26/2021","AQS",360050080,3,6.8,"ug/m3 LC",28,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"358","12/27/2021","AQS",360050080,3,6.2,"ug/m3 LC",26,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"359","12/28/2021","AQS",360050080,3,10,"ug/m3 LC",42,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"360","12/29/2021","AQS",360050080,3,10.7,"ug/m3 LC",45,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"361","12/30/2021","AQS",360050080,3,12,"ug/m3 LC",50,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"362","12/31/2021","AQS",360050080,3,11.2,"ug/m3 LC",47,"MORRISANIA",1,100,88502,"Acceptable PM2.5 AQI & Speciation Mass",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.83606,-73.92009
"363","01/01/2021","AQS",360050110,1,6.8,"ug/m3 LC",28,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"364","01/04/2021","AQS",360050110,1,6.1,"ug/m3 LC",25,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"365","01/10/2021","AQS",360050110,1,4.9,"ug/m3 LC",20,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"366","01/13/2021","AQS",360050110,1,21.1,"ug/m3 LC",70,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"367","01/16/2021","AQS",360050110,1,3.7,"ug/m3 LC",15,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"368","01/19/2021","AQS",360050110,1,7.2,"ug/m3 LC",30,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"369","01/22/2021","AQS",360050110,1,6.5,"ug/m3 LC",27,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"370","01/25/2021","AQS",360050110,1,4.5,"ug/m3 LC",19,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"371","01/28/2021","AQS",360050110,1,3.5,"ug/m3 LC",15,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"372","01/31/2021","AQS",360050110,1,6,"ug/m3 LC",25,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"373","02/03/2021","AQS",360050110,1,2.6,"ug/m3 LC",11,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"374","02/06/2021","AQS",360050110,1,5.8,"ug/m3 LC",24,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"375","02/09/2021","AQS",360050110,1,13,"ug/m3 LC",53,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"376","02/12/2021","AQS",360050110,1,5.5,"ug/m3 LC",23,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"377","02/15/2021","AQS",360050110,1,10.4,"ug/m3 LC",43,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"378","02/18/2021","AQS",360050110,1,4.8,"ug/m3 LC",20,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"379","02/21/2021","AQS",360050110,1,8.5,"ug/m3 LC",35,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"380","02/24/2021","AQS",360050110,1,8.4,"ug/m3 LC",35,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"381","02/27/2021","AQS",360050110,1,5.5,"ug/m3 LC",23,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"382","03/02/2021","AQS",360050110,1,2.8,"ug/m3 LC",12,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"383","03/08/2021","AQS",360050110,1,2.4,"ug/m3 LC",10,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"384","03/11/2021","AQS",360050110,1,22.3,"ug/m3 LC",72,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"385","03/14/2021","AQS",360050110,1,4,"ug/m3 LC",17,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"386","03/17/2021","AQS",360050110,1,7.4,"ug/m3 LC",31,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"387","03/20/2021","AQS",360050110,1,6.4,"ug/m3 LC",27,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"388","03/23/2021","AQS",360050110,1,6,"ug/m3 LC",25,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"389","03/26/2021","AQS",360050110,1,6.2,"ug/m3 LC",26,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"390","03/29/2021","AQS",360050110,1,2.9,"ug/m3 LC",12,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"391","04/01/2021","AQS",360050110,1,3.2,"ug/m3 LC",13,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"392","04/04/2021","AQS",360050110,1,7.6,"ug/m3 LC",32,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"393","04/07/2021","AQS",360050110,1,5.1,"ug/m3 LC",21,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"394","04/10/2021","AQS",360050110,1,6.8,"ug/m3 LC",28,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"395","04/13/2021","AQS",360050110,1,3.2,"ug/m3 LC",13,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"396","04/16/2021","AQS",360050110,1,2.2,"ug/m3 LC",9,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"397","04/19/2021","AQS",360050110,1,8.5,"ug/m3 LC",35,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"398","04/22/2021","AQS",360050110,1,2.9,"ug/m3 LC",12,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"399","04/25/2021","AQS",360050110,1,8.3,"ug/m3 LC",35,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
"400","04/28/2021","AQS",360050110,1,12.8,"ug/m3 LC",52,"IS 52",1,100,88101,"PM2.5 - Local Conditions",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.816,-73.902
