Date,Site.ID,Daily.Max.1.hour.NO2.Concentration
8/27/2023,360050110,24.3
8/28/2023,360050110,18.7
8/29/2023,360050110,13.4
8/30/2023,360050110,20.1
9/1/2023,360050110,13.2
9/2/2023,360050110,19.5
9/3/2023,360050110,17
9/4/2023,360050110,17.8
9/5/2023,360050110,23.7
9/6/2023,360050110,33.2
9/7/2023,360050110,26.1
9/8/2023,360050110,36.6
9/9/2023,360050110,31.5
9/10/2023,360050110,21.5
9/11/2023,360050110,36.5
9/12/2023,360050110,18.9
9/13/2023,360050110,19.1
9/14/2023,360050110,10.4
9/15/2023,360050110,8.6
9/16/2023,360050110,10.6
9/17/2023,360050110,24.8
9/18/2023,360050110,38.6
9/19/2023,360050110,16
9/20/2023,360050110,30.3
9/28/2023,360050110,29.2
9/29/2023,360050110,15.1
10/1/2023,360050110,16.9
10/2/2023,360050110,32.7
10/3/2023,360050110,50.8
10/4/2023,360050110,48.4
10/5/2023,360050110,40.7
10/6/2023,360050110,24.3
10/7/2023,360050110,21.7
10/8/2023,360050110,10.9
10/9/2023,360050110,28.2
10/10/2023,360050110,42.1
10/11/2023,360050110,42.1
10/12/2023,360050110,54.9
10/13/2023,360050110,20.8
10/14/2023,360050110,18.7
10/15/2023,360050110,9.6
10/16/2023,360050110,22.1
10/17/2023,360050110,28.8
10/18/2023,360050110,26.3
10/19/2023,360050110,34.4
10/20/2023,360050110,38.4
10/21/2023,360050110,24.8
10/22/2023,360050110,11.6
10/23/2023,360050110,36.5
10/24/2023,360050110,38
10/26/2023,360050110,55.4
10/27/2023,360050110,46.6
10/28/2023,360050110,26.6
10/29/2023,360050110,11.7
10/30/2023,360050110,25.5
11/1/2023,360050110,20.5
11/2/2023,360050110,27.8
11/3/2023,360050110,41.1
11/4/2023,360050110,48.8
11/5/2023,360050110,45.5
11/6/2023,360050110,37.6
11/7/2023,360050110,41.9
11/8/2023,360050110,28.5
11/9/2023,360050110,44.5
11/10/2023,360050110,31.7
11/11/2023,360050110,28
11/12/2023,360050110,27.5
11/13/2023,360050110,39.1
11/14/2023,360050110,34.1
11/15/2023,360050110,30.2
11/16/2023,360050110,58.8
11/17/2023,360050110,53.4
11/18/2023,360050110,33.2
11/19/2023,360050110,26.5
11/20/2023,360050110,21.8
11/21/2023,360050110,31.6
11/22/2023,360050110,28.7
11/23/2023,360050110,22.1
11/24/2023,360050110,14.7
11/25/2023,360050110,46.2
11/26/2023,360050110,42.8
11/27/2023,360050110,25.7
11/28/2023,360050110,20.9
11/29/2023,360050110,23.9
12/1/2023,360050110,45.2
12/2/2023,360050110,36.7
12/3/2023,360050110,23.9
12/4/2023,360050110,29.3
12/5/2023,360050110,23.1
12/6/2023,360050110,28.2
12/7/2023,360050110,29
12/8/2023,360050110,49.4
12/9/2023,360050110,48.2
12/10/2023,360050110,43.1
12/11/2023,360050110,15.2
12/12/2023,360050110,31.4
12/13/2023,360050110,29.4
12/14/2023,360050110,33.2
12/15/2023,360050110,41.1
12/16/2023,360050110,41.8
12/17/2023,360050110,23.3
12/18/2023,360050110,39.4
12/19/2023,360050110,23.4
12/20/2023,360050110,24.2
12/21/2023,360050110,24
12/22/2023,360050110,47.7
12/23/2023,360050110,40.6
12/24/2023,360050110,38.8
12/25/2023,360050110,32
12/26/2023,360050110,42.7
12/27/2023,360050110,35
12/28/2023,360050110,27
12/29/2023,360050110,30.2
12/30/2023,360050110,18.2
12/31/2023,360050110,19.1
1/1/2023,360050133,34.5
1/2/2023,360050133,37.5
1/3/2023,360050133,35.8
1/4/2023,360050133,31.4
1/5/2023,360050133,17.9
1/6/2023,360050133,23.5
1/7/2023,360050133,19.6
1/8/2023,360050133,34.7
1/9/2023,360050133,29.4
1/10/2023,360050133,23
1/11/2023,360050133,25.3
1/12/2023,360050133,26.8
1/13/2023,360050133,37.3
1/14/2023,360050133,8.5
1/15/2023,360050133,11.7
1/16/2023,360050133,31.1
1/17/2023,360050133,50.2
1/18/2023,360050133,36.8
1/19/2023,360050133,23.9
1/20/2023,360050133,23.7
1/21/2023,360050133,11.7
1/22/2023,360050133,19.8
1/23/2023,360050133,21.1
1/24/2023,360050133,21
1/25/2023,360050133,29.3
1/26/2023,360050133,16
1/27/2023,360050133,28.9
1/28/2023,360050133,37.6
1/29/2023,360050133,43.4
1/30/2023,360050133,42.3
2/1/2023,360050133,16.6
2/2/2023,360050133,44.4
2/3/2023,360050133,22.7
2/4/2023,360050133,23.5
2/5/2023,360050133,52.1
2/6/2023,360050133,48.6
2/7/2023,360050133,31.9
2/8/2023,360050133,33.7
2/9/2023,360050133,51.8
2/10/2023,360050133,47.5
2/11/2023,360050133,30.5
2/12/2023,360050133,41.4
2/13/2023,360050133,26.3
2/14/2023,360050133,51.6
2/15/2023,360050133,47.3
2/16/2023,360050133,57.4
2/17/2023,360050133,33.7
2/18/2023,360050133,22.8
2/19/2023,360050133,40.5
2/20/2023,360050133,45.3
2/21/2023,360050133,39.3
2/22/2023,360050133,28.2
2/23/2023,360050133,23.3
2/24/2023,360050133,22.7
2/25/2023,360050133,38.1
2/26/2023,360050133,39.7
2/27/2023,360050133,22.8
3/1/2023,360050133,37.4
3/2/2023,360050133,35.2
3/3/2023,360050133,26.7
3/4/2023,360050133,12.7
3/5/2023,360050133,19.4
3/6/2023,360050133,21.1
3/7/2023,360050133,24.9
3/8/2023,360050133,11.8
3/9/2023,360050133,17.8
3/10/2023,360050133,26.6
3/11/2023,360050133,16.3
3/12/2023,360050133,14.3
3/13/2023,360050133,15.7
3/14/2023,360050133,15.5
3/15/2023,360050133,9.6
3/16/2023,360050133,58.3
3/17/2023,360050133,50.9
3/18/2023,360050133,14.6
3/19/2023,360050133,20.3
3/20/2023,360050133,34.9
3/21/2023,360050133,47.6
3/22/2023,360050133,48.8
3/23/2023,360050133,44.2
3/24/2023,360050133,26.6
3/25/2023,360050133,14
3/26/2023,360050133,33.3
3/27/2023,360050133,48.4
3/28/2023,360050133,22.5
3/29/2023,360050133,27.2
3/30/2023,360050133,18.3
4/1/2023,360050133,35
4/2/2023,360050133,12.4
4/3/2023,360050133,34.2
4/4/2023,360050133,43.2
4/5/2023,360050133,8.5
4/6/2023,360050133,52.7
4/7/2023,360050133,7.3
4/8/2023,360050133,29.6
4/9/2023,360050133,33
4/10/2023,360050133,56.9
4/11/2023,360050133,45.8
4/12/2023,360050133,50.8
4/13/2023,360050133,41.8
4/14/2023,360050133,51.2
4/15/2023,360050133,24.9
4/16/2023,360050133,10.4
4/17/2023,360050133,15
4/18/2023,360050133,22.1
4/19/2023,360050133,22.2
4/20/2023,360050133,28.2
4/21/2023,360050133,36
4/22/2023,360050133,11.4
4/23/2023,360050133,15.5
4/24/2023,360050133,17.1
4/25/2023,360050133,26.4
4/26/2023,360050133,32
4/27/2023,360050133,32.4
4/28/2023,360050133,9.8
4/29/2023,360050133,6.7
5/1/2023,360050133,19.5
5/2/2023,360050133,30.7
5/3/2023,360050133,17.9
5/4/2023,360050133,40.3
5/5/2023,360050133,39.1
5/6/2023,360050133,39.2
5/7/2023,360050133,29
5/8/2023,360050133,13.2
5/9/2023,360050133,21
5/10/2023,360050133,47
5/11/2023,360050133,28.1
5/12/2023,360050133,43.1
5/13/2023,360050133,27.9
5/14/2023,360050133,9.4
5/15/2023,360050133,14.6
5/16/2023,360050133,22.8
5/17/2023,360050133,10.4
5/18/2023,360050133,15.9
5/19/2023,360050133,31.8
5/20/2023,360050133,25
5/21/2023,360050133,30.6
5/22/2023,360050133,20
5/23/2023,360050133,12.4
5/24/2023,360050133,45.7
5/25/2023,360050133,15.8
5/26/2023,360050133,31.2
5/27/2023,360050133,19.4
5/28/2023,360050133,28.3
5/29/2023,360050133,28.1
5/30/2023,360050133,11.6
6/1/2023,360050133,36
6/2/2023,360050133,49.2
6/3/2023,360050133,7.9
6/4/2023,360050133,7.9
6/5/2023,360050133,12.5
6/6/2023,360050133,22.3
6/7/2023,360050133,13
6/8/2023,360050133,17.8
6/9/2023,360050133,16
6/10/2023,360050133,29.4
6/11/2023,360050133,21.6
6/12/2023,360050133,14
6/13/2023,360050133,14.1
6/14/2023,360050133,27.1
6/15/2023,360050133,19.4
6/16/2023,360050133,33.9
6/17/2023,360050133,8.9
6/18/2023,360050133,19.2
6/19/2023,360050133,10.6
6/20/2023,360050133,6.6
6/21/2023,360050133,5.8
6/22/2023,360050133,9.5
6/23/2023,360050133,11.7
6/24/2023,360050133,17.8
6/25/2023,360050133,26.6
6/26/2023,360050133,12
6/27/2023,360050133,26.2
6/28/2023,360050133,21.4
6/29/2023,360050133,27
6/30/2023,360050133,29.4
7/1/2023,360050133,27.7
7/2/2023,360050133,19.8
7/3/2023,360050133,15.1
7/4/2023,360050133,18.8
7/5/2023,360050133,31
7/6/2023,360050133,34.7
7/7/2023,360050133,14.8
7/8/2023,360050133,15.1
7/9/2023,360050133,10
7/10/2023,360050133,11.7
7/11/2023,360050133,14
7/12/2023,360050133,35.5
7/13/2023,360050133,33.2
7/14/2023,360050133,17.9
7/15/2023,360050133,18.2
7/16/2023,360050133,22.6
7/17/2023,360050133,23.2
7/18/2023,360050133,28.3
7/19/2023,360050133,22.6
7/20/2023,360050133,24
7/21/2023,360050133,22.7
7/22/2023,360050133,20.4
7/23/2023,360050133,15.7
7/24/2023,360050133,31.3
7/25/2023,360050133,20.5
7/26/2023,360050133,21.7
7/27/2023,360050133,16.5
7/28/2023,360050133,17.8
7/29/2023,360050133,14.6
7/30/2023,360050133,15.2
8/1/2023,360050133,9.2
8/2/2023,360050133,15.4
8/3/2023,360050133,24.2
8/4/2023,360050133,15.9
8/5/2023,360050133,15.6
8/6/2023,360050133,10.5
8/7/2023,360050133,13.5
8/8/2023,360050133,16.3
8/9/2023,360050133,15.7
8/10/2023,360050133,33.1
8/11/2023,360050133,26.8
8/12/2023,360050133,29.3
8/13/2023,360050133,16.6
8/14/2023,360050133,28.5
8/15/2023,360050133,11.8
8/16/2023,360050133,8.6
8/17/2023,360050133,7
8/18/2023,360050133,12.4
8/19/2023,360050133,10.8
8/20/2023,360050133,13
8/21/2023,360050133,27.3
8/22/2023,360050133,19.5
8/23/2023,360050133,12.6
8/24/2023,360050133,19.7
8/25/2023,360050133,30.3
8/26/2023,360050133,23.7
8/27/2023,360050133,16
8/28/2023,360050133,10.6
8/29/2023,360050133,8.6
8/30/2023,360050133,20.9
9/1/2023,360050133,17.1
9/2/2023,360050133,19.3
9/3/2023,360050133,16.1
9/4/2023,360050133,22
9/5/2023,360050133,24.3
9/6/2023,360050133,21.4
9/7/2023,360050133,26.7
9/8/2023,360050133,28.4
9/9/2023,360050133,35.5
9/10/2023,360050133,21.2
9/11/2023,360050133,30.5
9/12/2023,360050133,15.2
9/13/2023,360050133,21.4
9/14/2023,360050133,13.9
9/15/2023,360050133,7.3
9/16/2023,360050133,11.8
9/17/2023,360050133,19.4
9/18/2023,360050133,20.8
9/19/2023,360050133,16
9/20/2023,360050133,23.4
9/21/2023,360050133,28.6
9/22/2023,360050133,21.6
9/23/2023,360050133,5
9/24/2023,360050133,4.3
9/26/2023,360050133,16.7
9/27/2023,360050133,19.3
9/28/2023,360050133,22.1
9/29/2023,360050133,13.6
10/1/2023,360050133,18
10/2/2023,360050133,35.3
10/3/2023,360050133,46.8
10/4/2023,360050133,43.4
10/5/2023,360050133,36.5
10/6/2023,360050133,15.7
10/7/2023,360050133,9.4
10/8/2023,360050133,9.4
10/9/2023,360050133,30.7
10/10/2023,360050133,35
10/11/2023,360050133,37.8
10/12/2023,360050133,54.4
10/13/2023,360050133,19.8
10/14/2023,360050133,17.6
10/15/2023,360050133,8.8
10/16/2023,360050133,20.1
10/17/2023,360050133,23.8
10/18/2023,360050133,31
10/19/2023,360050133,35.1
10/20/2023,360050133,16
10/21/2023,360050133,17
10/22/2023,360050133,9.1
10/23/2023,360050133,27.9
10/24/2023,360050133,38.1
10/25/2023,360050133,57
10/26/2023,360050133,72.3
10/27/2023,360050133,60.4
10/28/2023,360050133,36.7
10/29/2023,360050133,10.7
10/30/2023,360050133,19.9
11/1/2023,360050133,14.9
11/2/2023,360050133,29.4
11/3/2023,360050133,40.9
11/4/2023,360050133,53.4
11/5/2023,360050133,42.2
11/6/2023,360050133,37.5
11/7/2023,360050133,47.3
11/8/2023,360050133,24.2
11/9/2023,360050133,36.9
11/10/2023,360050133,31.3
11/11/2023,360050133,30
11/12/2023,360050133,28.8
11/13/2023,360050133,43.7
11/14/2023,360050133,31.1
11/15/2023,360050133,35.3
11/16/2023,360050133,55.8
11/17/2023,360050133,53.6
11/18/2023,360050133,37.8
11/19/2023,360050133,28.6
11/20/2023,360050133,23.3
11/21/2023,360050133,29.3
11/22/2023,360050133,30.3
11/23/2023,360050133,26.6
11/24/2023,360050133,18
11/25/2023,360050133,53.4
11/26/2023,360050133,53.6
11/27/2023,360050133,29
11/28/2023,360050133,25.9
11/29/2023,360050133,30.8
12/1/2023,360050133,57.8
12/2/2023,360050133,41.3
12/3/2023,360050133,25.8
12/4/2023,360050133,36.7
12/5/2023,360050133,26.5
12/6/2023,360050133,30.3
12/7/2023,360050133,34.2
12/8/2023,360050133,53.3
12/9/2023,360050133,55.4
12/10/2023,360050133,48.1
12/11/2023,360050133,18.3
12/12/2023,360050133,32.8
12/13/2023,360050133,30.8
12/14/2023,360050133,34.5
12/15/2023,360050133,37.4
12/16/2023,360050133,39.9
12/17/2023,360050133,15
12/18/2023,360050133,16.1
12/19/2023,360050133,21.5
12/20/2023,360050133,27.2
12/21/2023,360050133,29.3
12/22/2023,360050133,41.8
12/23/2023,360050133,39.5
12/24/2023,360050133,36.8
12/25/2023,360050133,29.8
12/26/2023,360050133,39
12/27/2023,360050133,29.4
12/28/2023,360050133,18.2
12/29/2023,360050133,27.8
12/30/2023,360050133,17.6
12/31/2023,360050133,17
1/1/2021,360810124,25.5
1/2/2021,360810124,28.3
1/3/2021,360810124,17
1/4/2021,360810124,20.5
1/5/2021,360810124,21
1/6/2021,360810124,25.8
1/7/2021,360810124,18.9
1/8/2021,360810124,25.4
1/9/2021,360810124,16
1/10/2021,360810124,36.3
1/11/2021,360810124,42.8
1/12/2021,360810124,43.6
1/13/2021,360810124,39.8
1/14/2021,360810124,46.3
1/15/2021,360810124,33.7
1/16/2021,360810124,21.3
1/17/2021,360810124,14.1
1/18/2021,360810124,27.6
1/19/2021,360810124,36.4
1/20/2021,360810124,35.7
1/21/2021,360810124,42.1
1/22/2021,360810124,36.4
1/23/2021,360810124,8.3
1/24/2021,360810124,11.5
1/25/2021,360810124,35.9
1/26/2021,360810124,20.8
1/27/2021,360810124,32.9
1/28/2021,360810124,18.5
1/29/2021,360810124,12.6
1/30/2021,360810124,17.6
1/31/2021,360810124,25.1
2/1/2021,360810124,11.8
2/2/2021,360810124,19.5
2/3/2021,360810124,25.7
2/4/2021,360810124,54.5
2/5/2021,360810124,50.2
2/6/2021,360810124,46
2/7/2021,360810124,49.8
2/8/2021,360810124,46
2/9/2021,360810124,46.3
2/10/2021,360810124,41.4
2/11/2021,360810124,36.3
2/12/2021,360810124,30.8
2/13/2021,360810124,23
2/14/2021,360810124,20.5
2/15/2021,360810124,19
2/16/2021,360810124,38.6
2/17/2021,360810124,31
2/18/2021,360810124,15.5
2/19/2021,360810124,30.8
2/20/2021,360810124,25.1
2/21/2021,360810124,33.5
2/22/2021,360810124,44.3
2/23/2021,360810124,38.3
2/24/2021,360810124,39
2/25/2021,360810124,23.2
2/26/2021,360810124,28.6
2/27/2021,360810124,34.2
2/28/2021,360810124,37.9
3/1/2021,360810124,41.7
3/2/2021,360810124,36.4
3/3/2021,360810124,44.1
3/4/2021,360810124,43.8
3/5/2021,360810124,12.6
3/6/2021,360810124,14.5
3/7/2021,360810124,12.6
3/8/2021,360810124,39
3/9/2021,360810124,42.6
3/10/2021,360810124,45.1
3/11/2021,360810124,46
3/12/2021,360810124,26.1
3/13/2021,360810124,25.4
3/14/2021,360810124,19.4
3/15/2021,360810124,15
3/16/2021,360810124,19.5
3/17/2021,360810124,24.7
3/18/2021,360810124,36.3
3/19/2021,360810124,21.2
3/20/2021,360810124,43.1
3/21/2021,360810124,52
3/22/2021,360810124,38.8
3/23/2021,360810124,21.7
3/24/2021,360810124,28.6
3/25/2021,360810124,32.6
3/26/2021,360810124,19.4
3/27/2021,360810124,14.2
3/28/2021,360810124,14.4
3/29/2021,360810124,29.8
3/30/2021,360810124,43.5
3/31/2021,360810124,21.4
4/1/2021,360810124,24.5
4/2/2021,360810124,11.4
4/3/2021,360810124,43
4/4/2021,360810124,36.2
4/5/2021,360810124,18.7
4/6/2021,360810124,39.5
4/7/2021,360810124,37.3
4/8/2021,360810124,42.8
4/9/2021,360810124,17.2
4/10/2021,360810124,24.2
4/11/2021,360810124,17.9
4/12/2021,360810124,11.3
4/13/2021,360810124,15.3
4/14/2021,360810124,31.4
4/15/2021,360810124,26.3
4/16/2021,360810124,25.8
4/17/2021,360810124,12
4/18/2021,360810124,39.5
4/19/2021,360810124,42.4
4/21/2021,360810124,13.5
4/22/2021,360810124,10.8
4/23/2021,360810124,19.8
4/24/2021,360810124,40.3
4/25/2021,360810124,14.6
4/26/2021,360810124,11
4/27/2021,360810124,31.4
4/28/2021,360810124,47.6
4/29/2021,360810124,51.6
4/30/2021,360810124,9.1
5/1/2021,360810124,38.6
5/2/2021,360810124,18.7
5/3/2021,360810124,17.2
5/4/2021,360810124,20.1
5/5/2021,360810124,31.8
5/6/2021,360810124,14
5/7/2021,360810124,16.8
5/8/2021,360810124,18.6
5/9/2021,360810124,13.3
5/10/2021,360810124,32.1
5/11/2021,360810124,35.9
5/12/2021,360810124,34.9
5/13/2021,360810124,30.4
5/14/2021,360810124,42.2
5/15/2021,360810124,36
5/16/2021,360810124,26.9
5/17/2021,360810124,39.2
5/18/2021,360810124,35
5/19/2021,360810124,33.1
5/20/2021,360810124,30.7
5/21/2021,360810124,30.4
5/22/2021,360810124,33.8
5/23/2021,360810124,8.6
5/24/2021,360810124,6.8
5/25/2021,360810124,9
5/26/2021,360810124,13.1
5/27/2021,360810124,11.6
5/28/2021,360810124,6.3
5/29/2021,360810124,3.7
5/30/2021,360810124,6.6
5/31/2021,360810124,20.5
6/1/2021,360810124,30.6
6/2/2021,360810124,27.8
6/3/2021,360810124,26.7
6/4/2021,360810124,30.4
6/5/2021,360810124,22.4
6/6/2021,360810124,17.6
6/7/2021,360810124,22.4
6/8/2021,360810124,41.5
6/9/2021,360810124,26.2
6/10/2021,360810124,9.3
6/11/2021,360810124,9.4
6/12/2021,360810124,12.3
6/13/2021,360810124,13.1
6/14/2021,360810124,12.6
6/15/2021,360810124,20.1
6/16/2021,360810124,12.6
6/17/2021,360810124,25.2
6/18/2021,360810124,34.4
6/19/2021,360810124,12.9
6/20/2021,360810124,21.5
6/21/2021,360810124,19
6/22/2021,360810124,22
6/23/2021,360810124,12.8
6/24/2021,360810124,29.6
6/25/2021,360810124,14.5
6/26/2021,360810124,12.1
6/27/2021,360810124,12.9
6/28/2021,360810124,13.8
6/30/2021,360810124,16.6
7/1/2021,360810124,22.6
7/2/2021,360810124,16
7/3/2021,360810124,4.4
7/4/2021,360810124,14.5
7/5/2021,360810124,14.2
7/6/2021,360810124,20.4
7/7/2021,360810124,27.3
7/8/2021,360810124,14.9
7/9/2021,360810124,13.1
7/10/2021,360810124,28.8
7/11/2021,360810124,15.6
7/12/2021,360810124,17.9
7/13/2021,360810124,11.1
7/14/2021,360810124,31.2
7/16/2021,360810124,20.6
7/17/2021,360810124,32.5
7/18/2021,360810124,9.4
7/19/2021,360810124,17.9
7/20/2021,360810124,25.3
7/21/2021,360810124,28
7/22/2021,360810124,21.6
7/23/2021,360810124,22.5
7/24/2021,360810124,22.6
7/25/2021,360810124,20
7/26/2021,360810124,35.6
7/27/2021,360810124,38.7
7/28/2021,360810124,14.2
7/29/2021,360810124,10
7/30/2021,360810124,15.9
7/31/2021,360810124,17.6
8/1/2021,360810124,24.6
8/2/2021,360810124,16.8
8/3/2021,360810124,18.1
8/4/2021,360810124,37.8
8/5/2021,360810124,15.3
8/6/2021,360810124,35.9
8/7/2021,360810124,19.8
8/8/2021,360810124,10.7
8/9/2021,360810124,19.7
8/10/2021,360810124,15.7
8/11/2021,360810124,17.3
8/12/2021,360810124,19.7
8/13/2021,360810124,31.1
8/14/2021,360810124,19.1
8/15/2021,360810124,16
8/16/2021,360810124,16.7
8/17/2021,360810124,9.2
8/18/2021,360810124,12.8
8/19/2021,360810124,12.1
8/20/2021,360810124,16.2
8/21/2021,360810124,23.4
8/22/2021,360810124,11.9
8/23/2021,360810124,21
8/25/2021,360810124,33
8/26/2021,360810124,33.8
8/27/2021,360810124,49
8/28/2021,360810124,15
8/29/2021,360810124,27.2
8/30/2021,360810124,22.8
8/31/2021,360810124,27.1
9/1/2021,360810124,34.4
9/2/2021,360810124,11.9
9/3/2021,360810124,22.1
9/4/2021,360810124,16.6
9/5/2021,360810124,15.1
9/6/2021,360810124,14.5
9/7/2021,360810124,33.7
9/8/2021,360810124,13.2
9/9/2021,360810124,30.1
9/10/2021,360810124,19.2
9/11/2021,360810124,31.6
9/12/2021,360810124,10.7
9/13/2021,360810124,22.9
9/14/2021,360810124,21.5
9/15/2021,360810124,13.5
9/16/2021,360810124,9.3
9/17/2021,360810124,7.1
9/18/2021,360810124,19.7
9/19/2021,360810124,25.7
9/21/2021,360810124,23.6
9/22/2021,360810124,8.9
9/23/2021,360810124,12.3
9/24/2021,360810124,27
9/25/2021,360810124,31.8
9/26/2021,360810124,27.1
9/27/2021,360810124,23.6
9/28/2021,360810124,25.3
9/29/2021,360810124,16.9
9/30/2021,360810124,16.1
10/1/2021,360810124,30.5
10/2/2021,360810124,29.6
10/3/2021,360810124,25.1
10/4/2021,360810124,23.4
10/5/2021,360810124,8.6
10/6/2021,360810124,31.5
10/7/2021,360810124,23.4
10/8/2021,360810124,30.8
10/9/2021,360810124,6.3
10/10/2021,360810124,2.9
10/11/2021,360810124,20.6
10/12/2021,360810124,26.3
10/13/2021,360810124,35.7
10/14/2021,360810124,33.7
10/15/2021,360810124,31.1
10/16/2021,360810124,14.5
10/17/2021,360810124,9.2
10/18/2021,360810124,23.4
10/19/2021,360810124,23.9
10/20/2021,360810124,33.2
10/21/2021,360810124,47.1
10/22/2021,360810124,22.3
10/23/2021,360810124,15.3
10/24/2021,360810124,22.9
10/25/2021,360810124,23.7
10/26/2021,360810124,12.7
10/27/2021,360810124,7.6
10/28/2021,360810124,21.8
10/29/2021,360810124,13.1
10/30/2021,360810124,14.4
11/1/2021,360810124,24
11/2/2021,360810124,36.3
11/4/2021,360810124,36.6
11/5/2021,360810124,39.7
11/6/2021,360810124,41.9
11/7/2021,360810124,41.1
11/8/2021,360810124,48.4
11/9/2021,360810124,58.2
11/10/2021,360810124,52.1
11/11/2021,360810124,37.9
11/12/2021,360810124,38.7
11/13/2021,360810124,35.5
11/14/2021,360810124,20.1
11/15/2021,360810124,29.9
11/16/2021,360810124,31.1
11/17/2021,360810124,47.9
11/18/2021,360810124,32.3
11/19/2021,360810124,13.4
11/20/2021,360810124,36.4
11/21/2021,360810124,31.4
11/22/2021,360810124,23.8
11/23/2021,360810124,23.3
11/24/2021,360810124,37.4
11/25/2021,360810124,41
11/26/2021,360810124,38.6
11/27/2021,360810124,13.7
11/28/2021,360810124,37.3
11/29/2021,360810124,23.8
11/30/2021,360810124,46
12/1/2021,360810124,45.9
12/2/2021,360810124,33.5
12/3/2021,360810124,18.4
12/4/2021,360810124,39.8
12/5/2021,360810124,35.4
12/6/2021,360810124,34.8
12/7/2021,360810124,26.7
12/8/2021,360810124,32
12/9/2021,360810124,39
12/10/2021,360810124,46.8
12/11/2021,360810124,41
12/12/2021,360810124,18.2
12/13/2021,360810124,30.2
12/14/2021,360810124,36.6
12/15/2021,360810124,35.6
12/16/2021,360810124,27.1
12/17/2021,360810124,32.4
12/18/2021,360810124,24.9
12/19/2021,360810124,22.3
12/20/2021,360810124,36.3
12/21/2021,360810124,39.3
12/22/2021,360810124,33.3
12/23/2021,360810124,24.6
12/24/2021,360810124,29.8
12/25/2021,360810124,34.2
12/26/2021,360810124,16.3
12/27/2021,360810124,25.9
12/28/2021,360810124,31.3
12/29/2021,360810124,22
1/1/2021,360810125,28
1/2/2021,360810125,28.5
1/3/2021,360810125,19
1/4/2021,360810125,24.1
1/5/2021,360810125,28.6
1/6/2021,360810125,29.9
1/7/2021,360810125,25.7
1/8/2021,360810125,29
1/9/2021,360810125,19.4
1/10/2021,360810125,36.9
1/11/2021,360810125,40.8
1/13/2021,360810125,39
1/14/2021,360810125,44.4
1/15/2021,360810125,36.4
1/16/2021,360810125,24.1
1/17/2021,360810125,13.4
1/18/2021,360810125,27.3
1/19/2021,360810125,34.8
1/20/2021,360810125,36.1
1/21/2021,360810125,40
1/22/2021,360810125,35.4
1/23/2021,360810125,12.5
1/24/2021,360810125,16.2
1/25/2021,360810125,42.9
1/26/2021,360810125,43
1/27/2021,360810125,33.4
1/28/2021,360810125,23.8
1/29/2021,360810125,18
1/30/2021,360810125,24.6
1/31/2021,360810125,27.7
2/1/2021,360810125,13.3
2/2/2021,360810125,21.1
2/3/2021,360810125,30.2
2/4/2021,360810125,52.8
2/5/2021,360810125,49
2/6/2021,360810125,46.5
2/7/2021,360810125,77.4
2/8/2021,360810125,44
2/10/2021,360810125,44.1
2/11/2021,360810125,39.2
2/12/2021,360810125,34.6
2/13/2021,360810125,25.4
2/14/2021,360810125,25.6
2/15/2021,360810125,24.4
2/16/2021,360810125,36.2
2/18/2021,360810125,25.1
2/19/2021,360810125,34
2/20/2021,360810125,27
2/21/2021,360810125,33.5
2/22/2021,360810125,46.2
2/23/2021,360810125,35.9
2/24/2021,360810125,38.8
2/25/2021,360810125,35.3
2/26/2021,360810125,35.9
2/27/2021,360810125,36.1
2/28/2021,360810125,38.8
3/1/2021,360810125,41.9
3/3/2021,360810125,44.1
3/4/2021,360810125,43.5
3/6/2021,360810125,17.9
3/7/2021,360810125,15.6
3/8/2021,360810125,40.4
3/9/2021,360810125,39.9
3/11/2021,360810125,38.1
3/12/2021,360810125,28.7
3/13/2021,360810125,24.8
3/14/2021,360810125,18.3
3/15/2021,360810125,21.7
3/16/2021,360810125,32.7
3/17/2021,360810125,29.4
3/18/2021,360810125,41
3/19/2021,360810125,28.4
3/20/2021,360810125,43
3/21/2021,360810125,51.2
3/22/2021,360810125,38.2
3/24/2021,360810125,32.3
3/25/2021,360810125,34
3/26/2021,360810125,19
3/27/2021,360810125,16.2
3/28/2021,360810125,19.8
3/29/2021,360810125,39.1
3/30/2021,360810125,47.8
3/31/2021,360810125,26.1
4/1/2021,360810125,32.7
4/2/2021,360810125,21.3
4/3/2021,360810125,43
4/4/2021,360810125,38.9
4/5/2021,360810125,31
4/6/2021,360810125,41.3
4/7/2021,360810125,42
4/8/2021,360810125,45.9
4/9/2021,360810125,23
4/10/2021,360810125,26.6
4/11/2021,360810125,20.8
4/12/2021,360810125,24.3
4/13/2021,360810125,26.6
4/14/2021,360810125,32.9
4/15/2021,360810125,30
4/16/2021,360810125,33.9
4/17/2021,360810125,21.5
4/18/2021,360810125,41.2
4/19/2021,360810125,44.9
4/20/2021,360810125,34.5
4/21/2021,360810125,11.3
4/22/2021,360810125,12.3
4/23/2021,360810125,20
4/24/2021,360810125,37.6
4/25/2021,360810125,17.3
4/26/2021,360810125,16.3
4/27/2021,360810125,40.9
4/28/2021,360810125,45.6
4/29/2021,360810125,49.3
5/1/2021,360810125,36.1
5/2/2021,360810125,18.5
5/3/2021,360810125,27.7
5/4/2021,360810125,23.3
5/5/2021,360810125,30.7
5/6/2021,360810125,22
5/7/2021,360810125,24.6
5/8/2021,360810125,24
5/9/2021,360810125,20
