"","Date","Source","Site.ID","POC","Daily.Max.8.hour.CO.Concentration","UNITS","DAILY_AQI_VALUE","Site.Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"11","01/11/2021","AQS",360050133,1,1,"ppm",11,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"12","01/12/2021","AQS",360050133,1,1.1,"ppm",13,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"13","01/13/2021","AQS",360050133,1,0.6,"ppm",7,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"14","01/14/2021","AQS",360050133,1,0.8,"ppm",9,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"15","01/15/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"16","01/16/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"17","01/17/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"18","01/18/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"19","01/19/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",18,75,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"20","01/20/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"21","01/21/2021","AQS",360050133,1,0.8,"ppm",9,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"22","01/22/2021","AQS",360050133,1,0.9,"ppm",10,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"23","01/23/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"24","01/24/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"25","01/25/2021","AQS",360050133,1,0.5,"ppm",6,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"26","01/26/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"27","01/27/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"28","01/28/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"29","01/29/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"30","01/30/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"31","01/31/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"32","02/01/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",3,13,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"33","02/02/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",19,79,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"34","02/03/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"35","02/04/2021","AQS",360050133,1,0.5,"ppm",6,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"36","02/05/2021","AQS",360050133,1,0.5,"ppm",6,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"37","02/06/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"38","02/07/2021","AQS",360050133,1,0.5,"ppm",6,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"39","02/08/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"40","02/09/2021","AQS",360050133,1,0.6,"ppm",7,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"41","02/10/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"42","02/11/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"43","02/12/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"44","02/13/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"45","02/14/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"46","02/15/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"47","02/16/2021","AQS",360050133,1,0.5,"ppm",6,"PFIZER LAB SITE",17,71,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"48","02/17/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"49","02/18/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",18,75,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"50","02/19/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"51","02/20/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"52","02/21/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"53","02/22/2021","AQS",360050133,1,0.5,"ppm",6,"PFIZER LAB SITE",18,75,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"54","02/23/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"55","02/24/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"56","02/25/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"57","02/26/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"58","02/27/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"59","02/28/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"60","03/01/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",18,75,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"61","03/02/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"62","03/03/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"63","03/04/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"64","03/05/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"65","03/06/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"66","03/07/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"67","03/08/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"68","03/09/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"69","03/10/2021","AQS",360050133,1,0.5,"ppm",6,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"70","03/11/2021","AQS",360050133,1,0.5,"ppm",6,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"71","03/12/2021","AQS",360050133,1,0.5,"ppm",6,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"72","03/13/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"73","03/14/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"74","03/15/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",18,75,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"75","03/16/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"76","03/17/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"77","03/18/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"78","03/19/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"79","03/20/2021","AQS",360050133,1,0.6,"ppm",7,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"80","03/21/2021","AQS",360050133,1,0.9,"ppm",10,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"81","03/22/2021","AQS",360050133,1,0.7,"ppm",8,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"82","03/23/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"83","03/24/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"84","03/25/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"85","03/26/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"86","03/27/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"87","03/28/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"88","03/29/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",18,75,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"89","03/30/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"90","03/31/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"91","04/01/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"92","04/02/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"93","04/03/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"94","04/04/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"95","04/05/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"96","04/06/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"97","04/07/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"98","04/08/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"99","04/09/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"100","04/10/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"101","04/11/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"102","04/12/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"103","04/13/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"104","04/14/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"105","04/15/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"106","04/16/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"107","04/17/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"108","04/18/2021","AQS",360050133,1,0.5,"ppm",6,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"109","04/19/2021","AQS",360050133,1,0.5,"ppm",6,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"110","04/20/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"111","04/21/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"112","04/22/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"113","04/23/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"114","04/24/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"115","04/25/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"116","04/26/2021","AQS",360050133,1,0.2,"ppm",2,"PFIZER LAB SITE",18,75,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"117","04/27/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"118","04/28/2021","AQS",360050133,1,0.4,"ppm",5,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"119","04/29/2021","AQS",360050133,1,0.8,"ppm",9,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
"120","04/30/2021","AQS",360050133,1,0.3,"ppm",3,"PFIZER LAB SITE",24,100,42101,"Carbon monoxide",35620,"New York-Newark-Jersey City, NY-NJ-PA",36,"New York",5,"Bronx",40.8679,-73.87809
